t_ps,v_spline_Aps,F_drag_amuAps2
3.154,4.623615425718473,320.5435190425606
3.155,4.622976117154223,320.4747560490824
3.156,4.62233680926636,320.40583786661955
3.157,4.621697502064796,320.3367645863839
3.158,4.621058195559441,320.26753673464935
3.159,4.620418889760208,320.19815500045775
3.16,4.619779584677009,320.1286199071119
3.161,4.619140280319755,320.05893233162607
3.162,4.618500976698359,319.98909284952975
3.163,4.617861673822729,319.91910163194996
3.164,4.617222371702779,319.8489591866086
3.165,4.61658307034842,319.7786653674873
3.166,4.615943769769566,319.7082205146678
3.167,4.615304469976124,319.63762496127964
3.168,4.61466517097801,319.5668791140522
3.169,4.614025872785132,319.4959838846644
3.17,4.6133865754074055,319.42493979875127
3.171,4.61274727885474,319.35374683109364
3.172,4.612107983137045,319.28240561183816
3.173,4.611468688264235,319.21091662643687
3.174,4.610829394246222,319.13928003971444
3.175,4.610190101092916,319.06749668675695
3.176,4.6095508088142285,318.9955667109974
3.177,4.608911517420071,318.9234900751054
3.178,4.6082722269203575,318.8512670598653
3.179,4.607632937324996,318.7788981208804
3.18,4.6069936486439005,318.7063837458238
3.181,4.606354360886984,318.633724709596
3.182,4.605715074064153,318.5609216669238
3.183,4.605075788185325,318.4879756804561
3.184,4.604436503260407,318.4148870602471
3.185,4.603797219299314,318.3416562622308
3.186,4.6031579363119555,318.26828426848044
3.187,4.602518654308244,318.19477190509554
3.188,4.601879373298089,318.1211199004441
3.189,4.601240093291406,318.04732885831686
3.19,4.600600814298103,317.97339991252704
3.191,4.5999615363280935,317.899334124185
3.192,4.599322259391289,317.8251318464353
3.193,4.598682983497601,317.750793958131
3.194,4.598043708656942,317.6763210206948
3.195,4.59740443487922,317.6017131448858
3.196,4.59676516217435,317.52697066339266
3.197,4.596125890552243,317.4520946948519
3.198,4.595486620022811,317.37708641593224
3.199,4.594847350595965,317.3019471583235
3.2,4.5942080822816145,317.2266783329866
3.201,4.593568815089675,317.151280832451
3.202,4.592929549030055,317.07575587723915
3.203,4.59229028411267,317.00010445296937
3.204,4.591651020347426,316.92432715829653
3.205,4.591011757744239,316.8484246534604
3.206,4.590372496313019,316.7723980049261
3.207,4.589733236063678,316.69624802284784
3.208,4.589093977006126,316.6199749444131
3.209,4.588454719150277,316.54357892275135
3.21,4.587815462506041,316.4670607127697
3.211,4.587176207083331,316.39042147004545
3.212,4.586536952892057,316.31366171839727
3.213,4.585897699942133,316.23678192305556
3.214,4.585258448243468,316.15978236986064
3.215,4.584619197805974,316.0826635503535
3.216,4.583979948639564,316.0054254816614
3.217,4.58334070075415,315.92806803079696
3.218,4.582701454159641,315.85059123431347
3.219,4.582062208865948,315.7729953996667
3.22,4.581422964882988,315.69528062318057
3.221,4.5807837222206675,315.6174469293277
3.222,4.5801444808889,315.53949417274634
3.223,4.579505240897598,315.4614223984002
3.224,4.578866002256671,315.38323194010246
3.225,4.578226764976033,315.304922978736
3.226,4.577587529065594,315.22649549404736
3.227,4.5769482945352635,315.14794975568236
3.228,4.576309061394957,315.069286086935
3.229,4.575669829654585,314.9905047463251
3.23,4.575030599324059,314.9116055846165
3.231,4.57439137041329,314.83258853745144
3.232,4.573752142932189,314.7534538596826
3.233,4.573112916890668,314.6742022800199
3.234,4.572473692298642,314.5948345104888
3.235,4.571834469166017,314.51535055739066
3.236,4.5711952475027084,314.4357503729239
3.237,4.570556027318627,314.3560340032143
3.238,4.569916808623683,314.27620174042664
3.239,4.569277591427791,314.1962544381762
3.24,4.568638375740859,314.11619245951215
3.241,4.5679991615728,314.0360162119431
3.242,4.567359948933528,313.95572624246637
3.243,4.56672073783295,313.87532389489286
3.244,4.566081528280982,313.79481074078535
3.245,4.565442320287533,313.7141873580879
3.246,4.564803113862515,313.633453850877
3.247,4.564163909015842,313.5526105461007
3.248,4.5635247057574215,313.47165779763236
3.249,4.562885504097168,313.3905961363908
3.25,4.562246304044993,313.30942614097364
3.251,4.561607105610806,313.22814836081966
3.252,4.560967908804521,313.1467632399589
3.253,4.560328713636048,313.0652709468768
3.254,4.5596895201153,312.98367113958693
3.255,4.559050328252187,312.90196414477316
3.256,4.558411138056622,312.82015108554793
3.257,4.557771949538514,312.7382328816198
3.258,4.557132762707779,312.65620941421344
3.259,4.556493577574326,312.57408052575676
3.26,4.555854394148066,312.49184631597683
3.261,4.555215212438911,312.4095071112553
3.262,4.554576032456775,312.3270634418992
3.263,4.553936854211567,312.2445155965802
3.264,4.553297677713198,312.161863743583
3.265,4.55265850297158,312.0791080134883
3.266,4.552019329996628,311.9962485405466
3.267,4.551380158798249,311.91328532013824
3.268,4.550740989386359,311.8302181089226
3.269,4.550101821770864,311.7470469465354
3.27,4.549462655961683,311.66377223221866
3.271,4.548823491968721,311.58039439882987
3.272,4.5481843298018925,311.49691431057227
3.273,4.547545169471109,311.413332329888
3.274,4.546906010986281,311.32964808002987
3.275,4.546266854357322,311.2458612433994
3.276,4.545627699594141,311.161971894946
3.277,4.544988546706652,311.0779801323382
3.278,4.544349395704765,310.993885954339
3.279,4.543710246598394,310.909689743
3.28,4.543071099397448,310.8253917574177
3.281,4.54243195411184,310.7409915553651
3.282,4.54179281075148,310.6564891231884
3.283,4.541153669326281,310.5718848055727
3.284,4.540514529846155,310.4871790333824
3.285,4.539875392321013,310.40237173305286
3.286,4.539236256760766,310.31746278334475
3.287,4.538597123175326,310.2324522768496
3.288,4.537957991574606,310.1473405160193
3.289,4.537318861968515,310.0621274937313
3.29,4.536679734366967,309.97681315740687
3.291,4.536040608779873,309.89139769684425
3.292,4.535401485217143,309.8058813009931
3.293,4.534762363688689,309.72026442389677
3.294,4.534123244204425,309.63454785281306
3.295,4.53348412677426,309.5487325588399
3.296,4.5328450114081065,309.4628193802086
3.297,4.532205898115878,309.3768089240552
3.298,4.531566786907482,309.2907019309523
3.299,4.5309276777928345,309.20449886845165
3.3,4.530288570781844,309.11819998345015
3.301,4.529649465884422,309.03180603339
3.302,4.5290103631104826,308.9453182682213
3.303,4.5283712624699355,308.85873765579913
3.304,4.5277321639726935,308.7720646593688
3.305,4.527093067628668,308.6853000895202
3.306,4.526453973447769,308.59844488148184
3.307,4.52581488143991,308.51149922009813
3.308,4.525175791615001,308.4244632198925
3.309,4.524536703982956,308.3373375992875
3.31,4.523897618553684,308.2501231813125
3.311,4.523258535337097,308.16282123391454
3.312,4.522619454343108,308.0754330698346
3.313,4.521980375581628,307.9879595380526
3.314,4.521341299062568,307.90040071591346
3.315,4.520702224795841,307.8127567876609
3.316,4.520063152791357,307.7250286271876
3.317,4.519424083059028,307.63721675163043
3.318,4.518785015608767,307.5493212979551
3.319,4.518145950450484,307.4613427069088
3.32,4.517506887594091,307.37328158503317
3.321,4.516867827049499,307.2851385895948
3.322,4.516228768826621,307.1969148178247
3.323,4.515589712935368,307.10861118630964
3.324,4.5149506593856525,307.0202280505849
3.325,4.514311608187384,306.9317663297272
3.326,4.513672559350475,306.843227476599
3.327,4.513033512884839,306.75461240043376
3.328,4.512394468800385,306.6659218924053
3.329,4.5117554271070235,306.57715675124854
3.33,4.5111163878146705,306.48831749800826
3.331,4.510477350933234,306.39940475118533
3.332,4.50983831647263,306.3104195501644
3.333,4.509199284442763,306.2213628941082
3.334,4.508560254853551,306.13223497780643
3.335,4.507921227714903,306.04303658249967
3.336,4.50728220303673,305.9537691759306
3.337,4.506643180828943,305.86443380891967
3.338,4.506004161101457,305.77503123080663
3.339,4.505365143864182,305.68556220070013
3.34,4.504726129127028,305.59602724474047
3.341,4.504087116899908,305.5064269972635
3.342,4.503448107192734,305.41676273682856
3.343,4.5028091000154165,305.3270354638979
3.344,4.502170095377869,305.2372457300421
3.345,4.50153109329,305.14739438435976
3.346,4.500892093761723,305.05748212834374
3.347,4.50025309680295,304.9675090819294
3.348,4.4996141024235925,304.87747579274173
3.349,4.498975110633561,304.7873836262638
3.35,4.498336121442769,304.69723368783804
3.351,4.4976971348611245,304.6070264475112
3.352,4.4970581508985426,304.5167624939026
3.353,4.496419169564934,304.42644278387706
3.354,4.49578019087021,304.336068068951
3.355,4.495141214824283,304.2456394676553
3.356,4.494502241437063,304.1551584028358
