v_c,E_bind_tag,tau_ps,E0_eV,n,weight,mean_KE_eV
5.0,eb0482,5.6,0.32,6,0.0574,0.6244
5.0,eb0482,5.6,0.32,7,0.0452,0.5598
5.0,eb0482,5.6,0.32,8,0.0355,0.4927
5.0,eb0482,5.6,0.32,9,0.0277,0.4176
5.0,eb0482,5.6,0.32,10,0.021,0.3433
5.0,eb0482,5.6,0.32,11,0.0161,0.2651
5.0,eb0482,5.6,0.32,12,0.0117,0.1967
5.0,eb0482,5.6,0.32,13,0.0086,0.1501
5.0,eb0482,5.6,0.32,14,0.0073,0.1178
5.0,eb0482,5.6,0.32,15,0.0058,0.0914
5.0,eb0482,5.6,0.32,16,0.0046,0.0705
5.0,eb0482,5.6,0.32,17,0.0036,0.0539
5.0,eb0482,5.6,0.32,18,0.0033,0.0393
5.0,eb0482,5.6,0.32,19,0.0029,0.0248
5.0,eb0482,5.6,0.32,20,0.0017,0.0123
5.0,eb0482,6.0,0.3,0,0.0214,1.0809
5.0,eb0482,6.0,0.3,1,0.1945,0.9954
5.0,eb0482,6.0,0.3,2,0.1918,0.9066
5.0,eb0482,6.0,0.3,3,0.1506,0.8285
5.0,eb0482,6.0,0.3,4,0.0956,0.7613
5.0,eb0482,6.0,0.3,5,0.0832,0.7008
5.0,eb0482,6.0,0.3,6,0.0639,0.6346
5.0,eb0482,6.0,0.3,7,0.0491,0.5639
5.0,eb0482,6.0,0.3,8,0.0373,0.4913
5.0,eb0482,6.0,0.3,9,0.0287,0.4117
5.0,eb0482,6.0,0.3,10,0.0217,0.3312
5.0,eb0482,6.0,0.3,11,0.0154,0.2496
5.0,eb0482,6.0,0.3,12,0.0117,0.1838
5.0,eb0482,6.0,0.3,13,0.0086,0.1378
5.0,eb0482,6.0,0.3,14,0.0067,0.1076
5.0,eb0482,6.0,0.3,15,0.0052,0.0837
5.0,eb0482,6.0,0.3,16,0.0044,0.0648
5.0,eb0482,6.0,0.3,17,0.0036,0.048
5.0,eb0482,6.0,0.3,18,0.0028,0.0343
5.0,eb0482,6.0,0.3,19,0.0026,0.0216
5.0,eb0482,6.0,0.3,20,0.0013,0.0102
5.0,eb0482,6.0,0.305,0,0.0386,1.0612
5.0,eb0482,6.0,0.305,1,0.2188,0.9755
5.0,eb0482,6.0,0.305,2,0.1878,0.8839
5.0,eb0482,6.0,0.305,3,0.1427,0.8058
5.0,eb0482,6.0,0.305,4,0.091,0.7381
5.0,eb0482,6.0,0.305,5,0.0755,0.6792
5.0,eb0482,6.0,0.305,6,0.0589,0.6141
5.0,eb0482,6.0,0.305,7,0.0463,0.5442
5.0,eb0482,6.0,0.305,8,0.0345,0.4714
5.0,eb0482,6.0,0.305,9,0.0273,0.3925
5.0,eb0482,6.0,0.305,10,0.0193,0.3135
5.0,eb0482,6.0,0.305,11,0.0148,0.2355
5.0,eb0482,6.0,0.305,12,0.0106,0.1751
5.0,eb0482,6.0,0.305,13,0.0086,0.1324
5.0,eb0482,6.0,0.305,14,0.006,0.104
5.0,eb0482,6.0,0.305,15,0.0051,0.0815
5.0,eb0482,6.0,0.305,16,0.0041,0.0633
5.0,eb0482,6.0,0.305,17,0.0036,0.0471
5.0,eb0482,6.0,0.305,18,0.0028,0.0334
5.0,eb0482,6.0,0.305,19,0.0025,0.021
5.0,eb0482,6.0,0.305,20,0.0012,0.0098
5.0,eb0482,6.4,0.29,0,0.0141,1.0931
5.0,eb0482,6.4,0.29,1,0.1909,1.0024
5.0,eb0482,6.4,0.29,2,0.2048,0.909
5.0,eb0482,6.4,0.29,3,0.1591,0.8241
5.0,eb0482,6.4,0.29,4,0.0995,0.7506
5.0,eb0482,6.4,0.29,5,0.0834,0.6859
5.0,eb0482,6.4,0.29,6,0.0628,0.6149
5.0,eb0482,6.4,0.29,7,0.0484,0.5397
5.0,eb0482,6.4,0.29,8,0.0356,0.461
5.0,eb0482,6.4,0.29,9,0.027,0.3784
5.0,eb0482,6.4,0.29,10,0.019,0.2951
5.0,eb0482,6.4,0.29,11,0.0144,0.2167
5.0,eb0482,6.4,0.29,12,0.0096,0.1605
5.0,eb0482,6.4,0.29,13,0.0082,0.123
5.0,eb0482,6.4,0.29,14,0.006,0.0948
5.0,eb0482,6.4,0.29,15,0.0048,0.0739
5.0,eb0482,6.4,0.29,16,0.0037,0.0568
5.0,eb0482,6.4,0.29,17,0.0033,0.042
5.0,eb0482,6.4,0.29,18,0.0026,0.0294
5.0,eb0482,6.4,0.29,19,0.0022,0.0175
5.0,eb0482,6.4,0.29,20,0.0007,0.0075
5.0,eb0482,6.4,0.295,0,0.0276,1.0725
5.0,eb0482,6.4,0.295,1,0.2229,0.9819
5.0,eb0482,6.4,0.295,2,0.2008,0.884
5.0,eb0482,6.4,0.295,3,0.1492,0.7992
5.0,eb0482,6.4,0.295,4,0.0936,0.7258
5.0,eb0482,6.4,0.295,5,0.0751,0.6624
5.0,eb0482,6.4,0.295,6,0.0587,0.5924
5.0,eb0482,6.4,0.295,7,0.0447,0.5175
5.0,eb0482,6.4,0.295,8,0.0318,0.4402
5.0,eb0482,6.4,0.295,9,0.0251,0.3606
5.0,eb0482,6.4,0.295,10,0.0183,0.2774
5.0,eb0482,6.4,0.295,11,0.0127,0.2032
5.0,eb0482,6.4,0.295,12,0.0092,0.1532
5.0,eb0482,6.4,0.295,13,0.0075,0.119
5.0,eb0482,6.4,0.295,14,0.0059,0.0924
5.0,eb0482,6.4,0.295,15,0.0047,0.0719
5.0,eb0482,6.4,0.295,16,0.0035,0.0554
5.0,eb0482,6.4,0.295,17,0.0031,0.0412
5.0,eb0482,6.4,0.295,18,0.0026,0.029
5.0,eb0482,6.4,0.295,19,0.0021,0.0171
5.0,eb0482,6.4,0.295,20,0.0007,0.0073
5.0,eb0482,6.8,0.285,0,0.0157,1.0902
5.0,eb0482,6.8,0.285,1,0.2144,0.9934
5.0,eb0482,6.8,0.285,2,0.2138,0.8921
5.0,eb0482,6.8,0.285,3,0.1595,0.8007
5.0,eb0482,6.8,0.285,4,0.0978,0.7214
5.0,eb0482,6.8,0.285,5,0.0777,0.6527
5.0,eb0482,6.8,0.285,6,0.0582,0.578
5.0,eb0482,6.8,0.285,7,0.0441,0.4996
5.0,eb0482,6.8,0.285,8,0.0312,0.4161
5.0,eb0482,6.8,0.285,9,0.0232,0.3348
5.0,eb0482,6.8,0.285,10,0.0167,0.2514
5.0,eb0482,6.8,0.285,11,0.0122,0.1827
5.0,eb0482,6.8,0.285,12,0.0088,0.1361
5.0,eb0482,6.8,0.285,13,0.0067,0.1061
5.0,eb0482,6.8,0.285,14,0.0052,0.0826
5.0,eb0482,6.8,0.285,15,0.0041,0.0645
5.0,eb0482,6.8,0.285,16,0.0034,0.0493
5.0,eb0482,6.8,0.285,17,0.0027,0.0366
5.0,eb0482,6.8,0.285,18,0.0024,0.0251
5.0,eb0482,6.8,0.285,19,0.0017,0.0148
5.0,eb1168,4.0,0.4,0,0.1253,0.9697
5.0,eb1168,4.0,0.4,1,0.17,0.895
5.0,eb1168,4.0,0.4,2,0.1268,0.8381
5.0,eb1168,4.0,0.4,3,0.1029,0.7927
5.0,eb1168,4.0,0.4,4,0.0735,0.7544
5.0,eb1168,4.0,0.4,5,0.0639,0.719
5.0,eb1168,4.0,0.4,6,0.0615,0.6801
5.0,eb1168,4.0,0.4,7,0.0516,0.635
5.0,eb1168,4.0,0.4,8,0.0443,0.5857
5.0,eb1168,4.0,0.4,9,0.0371,0.5304
5.0,eb1168,4.0,0.4,10,0.0317,0.4713
5.0,eb1168,4.0,0.4,11,0.0245,0.405
5.0,eb1168,4.0,0.4,12,0.0212,0.3369
5.0,eb1168,4.0,0.4,13,0.0165,0.2625
5.0,eb1168,4.0,0.4,14,0.0134,0.1955
5.0,eb1168,4.0,0.4,15,0.0104,0.1448
5.0,eb1168,4.0,0.4,16,0.0087,0.1027
5.0,eb1168,4.0,0.4,17,0.0065,0.0708
5.0,eb1168,4.0,0.4,18,0.0058,0.0421
5.0,eb1168,4.0,0.4,19,0.004,0.0181
5.0,eb1168,4.0,0.405,0,0.1446,0.9618
5.0,eb1168,4.0,0.405,1,0.1716,0.8837
5.0,eb1168,4.0,0.405,2,0.1248,0.8268
5.0,eb1168,4.0,0.405,3,0.1008,0.7811
5.0,eb1168,4.0,0.405,4,0.0712,0.7427
5.0,eb1168,4.0,0.405,5,0.0625,0.7067
5.0,eb1168,4.0,0.405,6,0.0589,0.6685
5.0,eb1168,4.0,0.405,7,0.0494,0.6234
5.0,eb1168,4.0,0.405,8,0.0421,0.5747
5.0,eb1168,4.0,0.405,9,0.0357,0.5205
5.0,eb1168,4.0,0.405,10,0.0302,0.4621
5.0,eb1168,4.0,0.405,11,0.024,0.3958
5.0,eb1168,4.0,0.405,12,0.0203,0.3284
5.0,eb1168,4.0,0.405,13,0.0161,0.2554
5.0,eb1168,4.0,0.405,14,0.0127,0.1907
5.0,eb1168,4.0,0.405,15,0.0102,0.1423
5.0,eb1168,4.0,0.405,16,0.0087,0.1006
5.0,eb1168,4.0,0.405,17,0.0064,0.0689
5.0,eb1168,4.0,0.405,18,0.0056,0.0411
5.0,eb1168,4.0,0.405,19,0.0039,0.0177
5.0,eb1168,4.0,0.41,0,0.1641,0.9543
5.0,eb1168,4.0,0.41,1,0.1721,0.8726
5.0,eb1168,4.0,0.41,2,0.1226,0.8159
5.0,eb1168,4.0,0.41,3,0.0986,0.7701
5.0,eb1168,4.0,0.41,4,0.0676,0.7319
5.0,eb1168,4.0,0.41,5,0.0622,0.6959
5.0,eb1168,4.0,0.41,6,0.0562,0.6576
5.0,eb1168,4.0,0.41,7,0.0482,0.6125
5.0,eb1168,4.0,0.41,8,0.0402,0.5635
5.0,eb1168,4.0,0.41,9,0.0344,0.5101
5.0,eb1168,4.0,0.41,10,0.0281,0.4531
5.0,eb1168,4.0,0.41,11,0.0237,0.3879
5.0,eb1168,4.0,0.41,12,0.0199,0.3202
5.0,eb1168,4.0,0.41,13,0.0152,0.2481
5.0,eb1168,4.0,0.41,14,0.0127,0.1861
5.0,eb1168,4.0,0.41,15,0.0097,0.1383
5.0,eb1168,4.0,0.41,16,0.0085,0.0989
5.0,eb1168,4.0,0.41,17,0.0063,0.0674
5.0,eb1168,4.0,0.41,18,0.0055,0.0399
5.0,eb1168,4.0,0.41,19,0.0038,0.0169
5.0,eb1168,4.0,0.415,0,0.1827,0.9474
5.0,eb1168,4.0,0.415,1,0.1743,0.8617
5.0,eb1168,4.0,0.415,2,0.1187,0.8048
5.0,eb1168,4.0,0.415,3,0.0963,0.7595
5.0,eb1168,4.0,0.415,4,0.0644,0.7214
5.0,eb1168,4.0,0.415,5,0.0621,0.6857
5.0,eb1168,4.0,0.415,6,0.0534,0.6468
5.0,eb1168,4.0,0.415,7,0.0467,0.6022
5.0,eb1168,4.0,0.415,8,0.0387,0.5529
5.0,eb1168,4.0,0.415,9,0.0332,0.5
5.0,eb1168,4.0,0.415,10,0.0272,0.4429
5.0,eb1168,4.0,0.415,11,0.023,0.378
5.0,eb1168,4.0,0.415,12,0.0188,0.3115
5.0,eb1168,4.0,0.415,13,0.0151,0.2405
5.0,eb1168,4.0,0.415,14,0.0122,0.1806
5.0,eb1168,4.0,0.415,15,0.0093,0.1344
5.0,eb1168,4.0,0.415,16,0.0083,0.0969
5.0,eb1168,4.0,0.415,17,0.0061,0.066
5.0,eb1168,4.0,0.415,18,0.0055,0.0391
5.0,eb1168,4.0,0.415,19,0.0036,0.0164
5.0,eb1168,4.0,0.42,0,0.2027,0.9405
5.0,eb1168,4.0,0.42,1,0.1744,0.8508
5.0,eb1168,4.0,0.42,2,0.1154,0.7938
5.0,eb1168,4.0,0.42,3,0.0934,0.7489
5.0,eb1168,4.0,0.42,4,0.0629,0.7107
5.0,eb1168,4.0,0.42,5,0.0601,0.6754
5.0,eb1168,4.0,0.42,6,0.0514,0.6366
5.0,eb1168,4.0,0.42,7,0.0449,0.5924
5.0,eb1168,4.0,0.42,8,0.0373,0.5433
5.0,eb1168,4.0,0.42,9,0.0323,0.4908
5.0,eb1168,4.0,0.42,10,0.0263,0.4332
5.0,eb1168,4.0,0.42,11,0.0218,0.3697
5.0,eb1168,4.0,0.42,12,0.0185,0.304
5.0,eb1168,4.0,0.42,13,0.0148,0.2328
5.0,eb1168,4.0,0.42,14,0.0116,0.1752
5.0,eb1168,4.0,0.42,15,0.0089,0.1309
5.0,eb1168,4.0,0.42,16,0.0081,0.0946
5.0,eb1168,4.0,0.42,17,0.006,0.0641
5.0,eb1168,4.0,0.42,18,0.0053,0.0381
5.0,eb1168,4.0,0.42,19,0.0036,0.016
5.0,eb1168,4.4,0.365,0,0.079,0.9922
5.0,eb1168,4.4,0.365,1,0.1755,0.9208
5.0,eb1168,4.4,0.365,2,0.1417,0.8567
5.0,eb1168,4.4,0.365,3,0.117,0.8047
5.0,eb1168,4.4,0.365,4,0.0815,0.76
5.0,eb1168,4.4,0.365,5,0.0707,0.7192
5.0,eb1168,4.4,0.365,6,0.0665,0.6744
5.0,eb1168,4.4,0.365,7,0.0546,0.623
5.0,eb1168,4.4,0.365,8,0.0453,0.5675
5.0,eb1168,4.4,0.365,9,0.0374,0.5067
5.0,eb1168,4.4,0.365,10,0.0299,0.4424
5.0,eb1168,4.4,0.365,11,0.0245,0.371
5.0,eb1168,4.4,0.365,12,0.0193,0.298
5.0,eb1168,4.4,0.365,13,0.0154,0.2229
5.0,eb1168,4.4,0.365,14,0.0118,0.164
5.0,eb1168,4.4,0.365,15,0.0088,0.1194
5.0,eb1168,4.4,0.365,16,0.0075,0.0854
5.0,eb1168,4.4,0.365,17,0.0062,0.0555
5.0,eb1168,4.4,0.365,18,0.0047,0.0298
5.0,eb1168,4.4,0.365,19,0.0025,0.0115
5.0,eb1168,4.4,0.37,0,0.0977,0.9824
5.0,eb1168,4.4,0.37,1,0.1822,0.9076
5.0,eb1168,4.4,0.37,2,0.1401,0.843
5.0,eb1168,4.4,0.37,3,0.1128,0.7909
5.0,eb1168,4.4,0.37,4,0.0793,0.7464
5.0,eb1168,4.4,0.37,5,0.0691,0.7045
5.0,eb1168,4.4,0.37,6,0.0623,0.6607
5.0,eb1168,4.4,0.37,7,0.0524,0.6097
5.0,eb1168,4.4,0.37,8,0.0426,0.5545
5.0,eb1168,4.4,0.37,9,0.036,0.4949
5.0,eb1168,4.4,0.37,10,0.0282,0.431
5.0,eb1168,4.4,0.37,11,0.0239,0.3605
5.0,eb1168,4.4,0.37,12,0.0184,0.288
5.0,eb1168,4.4,0.37,13,0.0147,0.2156
5.0,eb1168,4.4,0.37,14,0.0115,0.1593
5.0,eb1168,4.4,0.37,15,0.0085,0.1162
5.0,eb1168,4.4,0.37,16,0.0074,0.0833
5.0,eb1168,4.4,0.37,17,0.006,0.0535
5.0,eb1168,4.4,0.37,18,0.0045,0.0287
5.0,eb1168,4.4,0.37,19,0.0024,0.011
5.0,eb1168,4.4,0.375,0,0.118,0.9729
5.0,eb1168,4.4,0.375,1,0.1866,0.8946
5.0,eb1168,4.4,0.375,2,0.1376,0.8297
5.0,eb1168,4.4,0.375,3,0.1101,0.7773
5.0,eb1168,4.4,0.375,4,0.0749,0.733
5.0,eb1168,4.4,0.375,5,0.0672,0.6917
5.0,eb1168,4.4,0.375,6,0.0597,0.648
5.0,eb1168,4.4,0.375,7,0.0501,0.5971
5.0,eb1168,4.4,0.375,8,0.0406,0.5419
5.0,eb1168,4.4,0.375,9,0.035,0.4828
5.0,eb1168,4.4,0.375,10,0.0269,0.4182
5.0,eb1168,4.4,0.375,11,0.0231,0.3486
5.0,eb1168,4.4,0.375,12,0.0171,0.2765
5.0,eb1168,4.4,0.375,13,0.0138,0.2085
5.0,eb1168,4.4,0.375,14,0.0112,0.1552
5.0,eb1168,4.4,0.375,15,0.0083,0.1129
5.0,eb1168,4.4,0.375,16,0.0072,0.0812
5.0,eb1168,4.4,0.375,17,0.0058,0.0523
5.0,eb1168,4.4,0.375,18,0.0046,0.028
5.0,eb1168,4.4,0.375,19,0.0022,0.0105
5.0,eb1168,4.4,0.38,0,0.1408,0.9633
5.0,eb1168,4.4,0.38,1,0.1882,0.8812
5.0,eb1168,4.4,0.38,2,0.1342,0.8166
5.0,eb1168,4.4,0.38,3,0.1067,0.7643
5.0,eb1168,4.4,0.38,4,0.0711,0.7203
5.0,eb1168,4.4,0.38,5,0.0663,0.6796
5.0,eb1168,4.4,0.38,6,0.0565,0.6351
5.0,eb1168,4.4,0.38,7,0.0473,0.5853
5.0,eb1168,4.4,0.38,8,0.0398,0.5302
5.0,eb1168,4.4,0.38,9,0.0334,0.4709
5.0,eb1168,4.4,0.38,10,0.0254,0.4064
5.0,eb1168,4.4,0.38,11,0.0222,0.3387
5.0,eb1168,4.4,0.38,12,0.0165,0.2671
5.0,eb1168,4.4,0.38,13,0.0135,0.2013
5.0,eb1168,4.4,0.38,14,0.0108,0.1502
5.0,eb1168,4.4,0.38,15,0.0082,0.1093
5.0,eb1168,4.4,0.38,16,0.0069,0.0788
5.0,eb1168,4.4,0.38,17,0.0056,0.0508
5.0,eb1168,4.4,0.38,18,0.0046,0.027
5.0,eb1168,4.4,0.38,19,0.002,0.01
5.0,eb1168,4.4,0.385,0,0.1635,0.9545
5.0,eb1168,4.4,0.385,1,0.1897,0.8681
5.0,eb1168,4.4,0.385,2,0.1306,0.8035
5.0,eb1168,4.4,0.385,3,0.1033,0.7514
5.0,eb1168,4.4,0.385,4,0.0681,0.7074
5.0,eb1168,4.4,0.385,5,0.0645,0.6674
5.0,eb1168,4.4,0.385,6,0.0531,0.6228
5.0,eb1168,4.4,0.385,7,0.046,0.5736
5.0,eb1168,4.4,0.385,8,0.0378,0.5185
5.0,eb1168,4.4,0.385,9,0.0318,0.4604
5.0,eb1168,4.4,0.385,10,0.0244,0.396
5.0,eb1168,4.4,0.385,11,0.0213,0.3299
5.0,eb1168,4.4,0.385,12,0.0162,0.2582
5.0,eb1168,4.4,0.385,13,0.0131,0.194
5.0,eb1168,4.4,0.385,14,0.0101,0.1456
5.0,eb1168,4.4,0.385,15,0.008,0.1062
5.0,eb1168,4.4,0.385,16,0.0067,0.0764
5.0,eb1168,4.4,0.385,17,0.0054,0.049
5.0,eb1168,4.4,0.385,18,0.0044,0.0259
5.0,eb1168,4.4,0.385,19,0.0018,0.0095
5.0,eb1168,4.4,0.39,0,0.1855,0.9465
5.0,eb1168,4.4,0.39,1,0.1916,0.8555
5.0,eb1168,4.4,0.39,2,0.1262,0.7904
5.0,eb1168,4.4,0.39,3,0.1003,0.739
5.0,eb1168,4.4,0.39,4,0.0658,0.6942
5.0,eb1168,4.4,0.39,5,0.0617,0.6552
5.0,eb1168,4.4,0.39,6,0.0513,0.6102
5.0,eb1168,4.4,0.39,7,0.0433,0.5614
5.0,eb1168,4.4,0.39,8,0.0363,0.5075
5.0,eb1168,4.4,0.39,9,0.0302,0.45
5.0,eb1168,4.4,0.39,10,0.0237,0.3857
5.0,eb1168,4.4,0.39,11,0.0202,0.3207
5.0,eb1168,4.4,0.39,12,0.0159,0.2503
5.0,eb1168,4.4,0.39,13,0.0124,0.1885
5.0,eb1168,4.4,0.39,14,0.0099,0.1425
5.0,eb1168,4.4,0.39,15,0.008,0.1038
5.0,eb1168,4.4,0.39,16,0.0065,0.0742
5.0,eb1168,4.4,0.39,17,0.0052,0.0476
5.0,eb1168,4.4,0.39,18,0.0043,0.0253
5.0,eb1168,4.4,0.39,19,0.0018,0.0092
5.0,eb1168,4.8,0.345,0,0.0669,0.9993
5.0,eb1168,4.8,0.345,1,0.1872,0.9249
5.0,eb1168,4.8,0.345,2,0.1543,0.8534
5.0,eb1168,4.8,0.345,3,0.124,0.7946
5.0,eb1168,4.8,0.345,4,0.0851,0.7443
5.0,eb1168,4.8,0.345,5,0.0742,0.6972
5.0,eb1168,4.8,0.345,6,0.0649,0.6478
5.0,eb1168,4.8,0.345,7,0.0528,0.5915
5.0,eb1168,4.8,0.345,8,0.0433,0.5302
5.0,eb1168,4.8,0.345,9,0.0353,0.4647
5.0,eb1168,4.8,0.345,10,0.0264,0.3938
5.0,eb1168,4.8,0.345,11,0.022,0.3219
5.0,eb1168,4.8,0.345,12,0.0165,0.2459
5.0,eb1168,4.8,0.345,13,0.0134,0.1808
5.0,eb1168,4.8,0.345,14,0.0096,0.1323
5.0,eb1168,4.8,0.345,15,0.0083,0.0949
5.0,eb1168,4.8,0.345,16,0.006,0.0652
5.0,eb1168,4.8,0.345,17,0.0051,0.0402
5.0,eb1168,4.8,0.345,18,0.0036,0.0192
5.0,eb1168,4.8,0.345,19,0.0009,0.0074
5.0,eb1168,4.8,0.35,0,0.0873,0.9878
5.0,eb1168,4.8,0.35,1,0.1961,0.9098
5.0,eb1168,4.8,0.35,2,0.1512,0.8378
5.0,eb1168,4.8,0.35,3,0.1202,0.7789
5.0,eb1168,4.8,0.35,4,0.08,0.7288
5.0,eb1168,4.8,0.35,5,0.0726,0.6824
5.0,eb1168,4.8,0.35,6,0.0607,0.6327
5.0,eb1168,4.8,0.35,7,0.0505,0.5769
5.0,eb1168,4.8,0.35,8,0.0407,0.5162
5.0,eb1168,4.8,0.35,9,0.0332,0.4525
5.0,eb1168,4.8,0.35,10,0.0256,0.3816
5.0,eb1168,4.8,0.35,11,0.0211,0.3106
5.0,eb1168,4.8,0.35,12,0.016,0.2352
5.0,eb1168,4.8,0.35,13,0.0126,0.1736
5.0,eb1168,4.8,0.35,14,0.0091,0.128
5.0,eb1168,4.8,0.35,15,0.0081,0.0923
5.0,eb1168,4.8,0.35,16,0.0058,0.0632
5.0,eb1168,4.8,0.35,17,0.005,0.0391
5.0,eb1168,4.8,0.35,18,0.0036,0.0185
5.0,eb1168,4.8,0.35,19,0.0008,0.0068
5.0,eb1168,4.8,0.355,0,0.1098,0.9766
5.0,eb1168,4.8,0.355,1,0.2016,0.8951
5.0,eb1168,4.8,0.355,2,0.1485,0.8226
5.0,eb1168,4.8,0.355,3,0.1159,0.7634
5.0,eb1168,4.8,0.355,4,0.0756,0.7136
5.0,eb1168,4.8,0.355,5,0.0702,0.6681
5.0,eb1168,4.8,0.355,6,0.0574,0.6177
5.0,eb1168,4.8,0.355,7,0.0479,0.5628
5.0,eb1168,4.8,0.355,8,0.0389,0.5026
5.0,eb1168,4.8,0.355,9,0.0305,0.44
5.0,eb1168,4.8,0.355,10,0.0255,0.3698
5.0,eb1168,4.8,0.355,11,0.0197,0.2985
5.0,eb1168,4.8,0.355,12,0.0154,0.2252
5.0,eb1168,4.8,0.355,13,0.0117,0.1673
5.0,eb1168,4.8,0.355,14,0.0087,0.1246
5.0,eb1168,4.8,0.355,15,0.0079,0.0902
5.0,eb1168,4.8,0.355,16,0.0058,0.0611
5.0,eb1168,4.8,0.355,17,0.0048,0.0374
5.0,eb1168,4.8,0.355,18,0.0034,0.0177
5.0,eb1168,4.8,0.355,19,0.0007,0.0067
5.0,eb1168,4.8,0.36,0,0.135,0.9656
5.0,eb1168,4.8,0.36,1,0.2046,0.8799
5.0,eb1168,4.8,0.36,2,0.1439,0.8075
5.0,eb1168,4.8,0.36,3,0.1121,0.7485
5.0,eb1168,4.8,0.36,4,0.0727,0.698
5.0,eb1168,4.8,0.36,5,0.0669,0.6536
5.0,eb1168,4.8,0.36,6,0.0545,0.6029
5.0,eb1168,4.8,0.36,7,0.0452,0.5483
5.0,eb1168,4.8,0.36,8,0.0371,0.4886
5.0,eb1168,4.8,0.36,9,0.029,0.426
5.0,eb1168,4.8,0.36,10,0.0235,0.358
5.0,eb1168,4.8,0.36,11,0.0189,0.2886
5.0,eb1168,4.8,0.36,12,0.0149,0.2171
5.0,eb1168,4.8,0.36,13,0.0113,0.1619
5.0,eb1168,4.8,0.36,14,0.0086,0.1202
5.0,eb1168,4.8,0.36,15,0.0073,0.0875
5.0,eb1168,4.8,0.36,16,0.0057,0.0597
5.0,eb1168,4.8,0.36,17,0.0048,0.0362
5.0,eb1168,4.8,0.36,18,0.0032,0.0168
5.0,eb1168,4.8,0.36,19,0.0007,0.0066
5.0,eb1168,5.2,0.325,0,0.0409,1.0183
5.0,eb1168,5.2,0.325,1,0.1866,0.9421
5.0,eb1168,5.2,0.325,2,0.1677,0.8647
5.0,eb1168,5.2,0.325,3,0.1358,0.7993
5.0,eb1168,5.2,0.325,4,0.0918,0.7428
5.0,eb1168,5.2,0.325,5,0.0795,0.6901
5.0,eb1168,5.2,0.325,6,0.0662,0.6351
5.0,eb1168,5.2,0.325,7,0.0537,0.5736
5.0,eb1168,5.2,0.325,8,0.0431,0.5069
5.0,eb1168,5.2,0.325,9,0.0331,0.4372
5.0,eb1168,5.2,0.325,10,0.026,0.362
5.0,eb1168,5.2,0.325,11,0.02,0.2862
5.0,eb1168,5.2,0.325,12,0.0156,0.2104
5.0,eb1168,5.2,0.325,13,0.0115,0.1535
5.0,eb1168,5.2,0.325,14,0.0085,0.1112
5.0,eb1168,5.2,0.325,15,0.0071,0.0801
5.0,eb1168,5.2,0.325,16,0.0057,0.0524
5.0,eb1168,5.2,0.325,17,0.0043,0.0296
5.0,eb1168,5.2,0.325,18,0.0027,0.0121
5.0,eb1168,5.2,0.33,0,0.0603,1.0035
5.0,eb1168,5.2,0.33,1,0.2004,0.9252
5.0,eb1168,5.2,0.33,2,0.1651,0.8467
5.0,eb1168,5.2,0.33,3,0.1314,0.7809
5.0,eb1168,5.2,0.33,4,0.0852,0.7248
5.0,eb1168,5.2,0.33,5,0.0768,0.6734
5.0,eb1168,5.2,0.33,6,0.0624,0.6176
5.0,eb1168,5.2,0.33,7,0.0508,0.5565
5.0,eb1168,5.2,0.33,8,0.0402,0.4905
5.0,eb1168,5.2,0.33,9,0.0308,0.4221
5.0,eb1168,5.2,0.33,10,0.0254,0.3472
5.0,eb1168,5.2,0.33,11,0.0185,0.2715
5.0,eb1168,5.2,0.33,12,0.0144,0.2009
5.0,eb1168,5.2,0.33,13,0.0112,0.1479
5.0,eb1168,5.2,0.33,14,0.0083,0.1066
5.0,eb1168,5.2,0.33,15,0.0067,0.0768
5.0,eb1168,5.2,0.33,16,0.0054,0.0504
5.0,eb1168,5.2,0.33,17,0.0041,0.0285
5.0,eb1168,5.2,0.33,18,0.0027,0.0117
5.0,eb1168,5.2,0.335,0,0.0823,0.9904
5.0,eb1168,5.2,0.335,1,0.2116,0.9085
5.0,eb1168,5.2,0.335,2,0.1622,0.8287
5.0,eb1168,5.2,0.335,3,0.1245,0.763
5.0,eb1168,5.2,0.335,4,0.0808,0.7074
5.0,eb1168,5.2,0.335,5,0.0737,0.6568
5.0,eb1168,5.2,0.335,6,0.0588,0.6004
5.0,eb1168,5.2,0.335,7,0.047,0.5401
5.0,eb1168,5.2,0.335,8,0.0385,0.4751
5.0,eb1168,5.2,0.335,9,0.029,0.4061
5.0,eb1168,5.2,0.335,10,0.0238,0.3335
5.0,eb1168,5.2,0.335,11,0.0174,0.2587
5.0,eb1168,5.2,0.335,12,0.0139,0.1913
5.0,eb1168,5.2,0.335,13,0.0103,0.1418
5.0,eb1168,5.2,0.335,14,0.0083,0.1025
5.0,eb1168,5.2,0.335,15,0.0063,0.0735
5.0,eb1168,5.2,0.335,16,0.0051,0.0484
5.0,eb1168,5.2,0.335,17,0.0041,0.0274
5.0,eb1168,5.2,0.335,18,0.0024,0.0111
5.0,eb1168,5.6,0.315,0,0.0424,1.017
5.0,eb1168,5.6,0.315,1,0.2059,0.9352
5.0,eb1168,5.6,0.315,2,0.1775,0.8502
5.0,eb1168,5.6,0.315,3,0.1397,0.7781
5.0,eb1168,5.6,0.315,4,0.0897,0.7161
5.0,eb1168,5.6,0.315,5,0.0798,0.6597
5.0,eb1168,5.6,0.315,6,0.063,0.5979
5.0,eb1168,5.6,0.315,7,0.049,0.5315
