v_c,E_bind_tag,tau_ps,E0_eV,n,weight,mean_KE_eV
6.0,eb154,6.0,0.33,7,0.0524,0.1182
6.0,eb154,6.0,0.33,8,0.0466,0.1006
6.0,eb154,6.0,0.33,9,0.0452,0.0871
6.0,eb154,6.0,0.33,10,0.0402,0.0726
6.0,eb154,6.0,0.33,11,0.0343,0.0602
6.0,eb154,6.0,0.33,12,0.0307,0.0485
6.0,eb154,6.0,0.33,13,0.0247,0.0373
6.0,eb154,6.0,0.33,14,0.0123,0.0359
6.0,eb154,6.0,0.33,15,0.0021,0.0533
6.0,eb154,6.0,0.335,0,0.1092,0.5585
6.0,eb154,6.0,0.335,1,0.1936,0.4058
6.0,eb154,6.0,0.335,2,0.131,0.2847
6.0,eb154,6.0,0.335,3,0.1018,0.2181
6.0,eb154,6.0,0.335,4,0.0673,0.1785
6.0,eb154,6.0,0.335,5,0.0642,0.1532
6.0,eb154,6.0,0.335,6,0.0565,0.132
6.0,eb154,6.0,0.335,7,0.0486,0.1129
6.0,eb154,6.0,0.335,8,0.0466,0.098
6.0,eb154,6.0,0.335,9,0.0439,0.0848
6.0,eb154,6.0,0.335,10,0.0382,0.0689
6.0,eb154,6.0,0.335,11,0.0328,0.0594
6.0,eb154,6.0,0.335,12,0.0307,0.0468
6.0,eb154,6.0,0.335,13,0.023,0.0359
6.0,eb154,6.0,0.335,14,0.0108,0.0367
6.0,eb154,6.0,0.335,15,0.0015,0.0556
6.0,eb154,6.0,0.34,0,0.1348,0.5408
6.0,eb154,6.0,0.34,1,0.1943,0.3837
6.0,eb154,6.0,0.34,2,0.1278,0.2671
6.0,eb154,6.0,0.34,3,0.097,0.2066
6.0,eb154,6.0,0.34,4,0.0661,0.1703
6.0,eb154,6.0,0.34,5,0.0598,0.1466
6.0,eb154,6.0,0.34,6,0.0547,0.1274
6.0,eb154,6.0,0.34,7,0.0468,0.1088
6.0,eb154,6.0,0.34,8,0.0463,0.0941
6.0,eb154,6.0,0.34,9,0.0418,0.0822
6.0,eb154,6.0,0.34,10,0.0366,0.0669
6.0,eb154,6.0,0.34,11,0.0318,0.0575
6.0,eb154,6.0,0.34,12,0.0301,0.0455
6.0,eb154,6.0,0.34,13,0.021,0.0348
6.0,eb154,6.0,0.34,14,0.0094,0.0368
6.0,eb154,6.0,0.34,15,0.0012,0.058
6.0,eb154,6.0,0.345,0,0.162,0.524
6.0,eb154,6.0,0.345,1,0.1925,0.362
6.0,eb154,6.0,0.345,2,0.1238,0.2518
6.0,eb154,6.0,0.345,3,0.0919,0.1966
6.0,eb154,6.0,0.345,4,0.0647,0.1629
6.0,eb154,6.0,0.345,5,0.0579,0.1413
6.0,eb154,6.0,0.345,6,0.053,0.1221
6.0,eb154,6.0,0.345,7,0.0448,0.1053
6.0,eb154,6.0,0.345,8,0.0451,0.0911
6.0,eb154,6.0,0.345,9,0.0401,0.0797
6.0,eb154,6.0,0.345,10,0.0356,0.0648
6.0,eb154,6.0,0.345,11,0.0311,0.056
6.0,eb154,6.0,0.345,12,0.0287,0.0437
6.0,eb154,6.0,0.345,13,0.02,0.0344
6.0,eb154,6.0,0.345,14,0.0079,0.0383
6.0,eb154,6.0,0.345,15,0.001,0.0605
6.0,eb154,6.0,0.35,0,0.1891,0.5087
6.0,eb154,6.0,0.35,1,0.1895,0.3413
6.0,eb154,6.0,0.35,2,0.1196,0.2379
6.0,eb154,6.0,0.35,3,0.0887,0.1872
6.0,eb154,6.0,0.35,4,0.0619,0.1559
6.0,eb154,6.0,0.35,5,0.0556,0.1359
6.0,eb154,6.0,0.35,6,0.0501,0.1181
6.0,eb154,6.0,0.35,7,0.0444,0.102
6.0,eb154,6.0,0.35,8,0.0435,0.0886
6.0,eb154,6.0,0.35,9,0.0386,0.0772
6.0,eb154,6.0,0.35,10,0.0353,0.0624
6.0,eb154,6.0,0.35,11,0.0299,0.054
6.0,eb154,6.0,0.35,12,0.0276,0.0426
6.0,eb154,6.0,0.35,13,0.0184,0.0342
6.0,eb154,6.0,0.35,14,0.0069,0.038
6.0,eb154,6.0,0.35,15,0.0008,0.0681
6.0,eb154,6.4,0.315,0,0.0597,0.6012
6.0,eb154,6.4,0.315,1,0.1929,0.4513
6.0,eb154,6.4,0.315,2,0.1469,0.3175
6.0,eb154,6.4,0.315,3,0.1148,0.2338
6.0,eb154,6.4,0.315,4,0.0759,0.1875
6.0,eb154,6.4,0.315,5,0.0694,0.1575
6.0,eb154,6.4,0.315,6,0.0607,0.1342
6.0,eb154,6.4,0.315,7,0.0526,0.1136
6.0,eb154,6.4,0.315,8,0.0494,0.0971
6.0,eb154,6.4,0.315,9,0.0461,0.0832
6.0,eb154,6.4,0.315,10,0.0389,0.0669
6.0,eb154,6.4,0.315,11,0.0339,0.0566
6.0,eb154,6.4,0.315,12,0.0304,0.044
6.0,eb154,6.4,0.315,13,0.0205,0.0344
6.0,eb154,6.4,0.315,14,0.0072,0.0382
6.0,eb154,6.4,0.315,15,0.0007,0.0673
6.0,eb154,6.4,0.32,0,0.0839,0.578
6.0,eb154,6.4,0.32,1,0.2007,0.4254
6.0,eb154,6.4,0.32,2,0.1423,0.2945
6.0,eb154,6.4,0.32,3,0.1089,0.2199
6.0,eb154,6.4,0.32,4,0.0716,0.1774
6.0,eb154,6.4,0.32,5,0.0674,0.1509
6.0,eb154,6.4,0.32,6,0.0584,0.1286
6.0,eb154,6.4,0.32,7,0.0499,0.1088
6.0,eb154,6.4,0.32,8,0.0494,0.0929
6.0,eb154,6.4,0.32,9,0.0427,0.0803
6.0,eb154,6.4,0.32,10,0.038,0.0645
6.0,eb154,6.4,0.32,11,0.0322,0.0545
6.0,eb154,6.4,0.32,12,0.0295,0.0426
6.0,eb154,6.4,0.32,13,0.0185,0.034
6.0,eb154,6.4,0.32,14,0.0059,0.0397
6.0,eb154,6.4,0.325,0,0.1092,0.5585
6.0,eb154,6.4,0.325,1,0.206,0.4007
6.0,eb154,6.4,0.325,2,0.1382,0.2735
6.0,eb154,6.4,0.325,3,0.1027,0.207
6.0,eb154,6.4,0.325,4,0.07,0.1684
6.0,eb154,6.4,0.325,5,0.0629,0.1439
6.0,eb154,6.4,0.325,6,0.0567,0.1228
6.0,eb154,6.4,0.325,7,0.0479,0.1046
6.0,eb154,6.4,0.325,8,0.0468,0.0898
6.0,eb154,6.4,0.325,9,0.0415,0.0776
6.0,eb154,6.4,0.325,10,0.0368,0.0627
6.0,eb154,6.4,0.325,11,0.0319,0.052
6.0,eb154,6.4,0.325,12,0.0273,0.041
6.0,eb154,6.4,0.325,13,0.017,0.0332
6.0,eb154,6.4,0.325,14,0.0048,0.0428
6.0,eb154,6.4,0.33,0,0.1378,0.5389
6.0,eb154,6.4,0.33,1,0.2064,0.3764
6.0,eb154,6.4,0.33,2,0.1326,0.2556
6.0,eb154,6.4,0.33,3,0.0977,0.1958
6.0,eb154,6.4,0.33,4,0.0674,0.1604
6.0,eb154,6.4,0.33,5,0.0603,0.1379
6.0,eb154,6.4,0.33,6,0.0539,0.1181
6.0,eb154,6.4,0.33,7,0.0463,0.1013
6.0,eb154,6.4,0.33,8,0.0469,0.0869
6.0,eb154,6.4,0.33,9,0.0395,0.0735
6.0,eb154,6.4,0.33,10,0.0354,0.0609
6.0,eb154,6.4,0.33,11,0.0304,0.0498
6.0,eb154,6.4,0.33,12,0.0259,0.0393
6.0,eb154,6.4,0.33,13,0.0153,0.0335
6.0,eb154,6.4,0.33,14,0.0037,0.0469
6.0,eb154,6.8,0.305,0,0.0505,0.6118
6.0,eb154,6.8,0.305,1,0.1991,0.4576
6.0,eb154,6.8,0.305,2,0.1553,0.3166
6.0,eb154,6.8,0.305,3,0.1205,0.2292
6.0,eb154,6.8,0.305,4,0.0775,0.1813
6.0,eb154,6.8,0.305,5,0.0717,0.1518
6.0,eb154,6.8,0.305,6,0.062,0.1279
6.0,eb154,6.8,0.305,7,0.0522,0.1071
6.0,eb154,6.8,0.305,8,0.0505,0.0906
6.0,eb154,6.8,0.305,9,0.0441,0.0775
6.0,eb154,6.8,0.305,10,0.0384,0.0616
6.0,eb154,6.8,0.305,11,0.033,0.0505
6.0,eb154,6.8,0.305,12,0.0271,0.0386
6.0,eb154,6.8,0.305,13,0.0149,0.0346
6.0,eb154,6.8,0.305,14,0.003,0.0487
6.0,eb154,6.8,0.31,0,0.0743,0.5866
6.0,eb154,6.8,0.31,1,0.2106,0.43
6.0,eb154,6.8,0.31,2,0.1505,0.2914
6.0,eb154,6.8,0.31,3,0.1132,0.2141
6.0,eb154,6.8,0.31,4,0.0753,0.1706
6.0,eb154,6.8,0.31,5,0.0664,0.1439
6.0,eb154,6.8,0.31,6,0.0591,0.1217
6.0,eb154,6.8,0.31,7,0.0503,0.103
6.0,eb154,6.8,0.31,8,0.0496,0.0875
6.0,eb154,6.8,0.31,9,0.0419,0.0731
6.0,eb154,6.8,0.31,10,0.0362,0.06
6.0,eb154,6.8,0.31,11,0.0321,0.0482
6.0,eb154,6.8,0.31,12,0.025,0.0365
6.0,eb154,6.8,0.31,13,0.0128,0.0349
6.0,eb154,6.8,0.31,14,0.0023,0.052
6.0,eb154,6.8,0.315,0,0.1017,0.5641
6.0,eb154,6.8,0.315,1,0.2161,0.4031
6.0,eb154,6.8,0.315,2,0.1454,0.2694
6.0,eb154,6.8,0.315,3,0.1062,0.201
6.0,eb154,6.8,0.315,4,0.0721,0.1616
6.0,eb154,6.8,0.315,5,0.0643,0.1373
6.0,eb154,6.8,0.315,6,0.0558,0.1165
6.0,eb154,6.8,0.315,7,0.0491,0.0985
6.0,eb154,6.8,0.315,8,0.0475,0.0845
6.0,eb154,6.8,0.315,9,0.0407,0.0692
6.0,eb154,6.8,0.315,10,0.0342,0.0583
6.0,eb154,6.8,0.315,11,0.031,0.046
6.0,eb154,6.8,0.315,12,0.0233,0.0353
6.0,eb154,6.8,0.315,13,0.0109,0.0359
6.0,eb154,6.8,0.315,14,0.0016,0.0533
6.25,eb1168,6.0,0.395,0,0.3079,0.3352
6.25,eb1168,6.0,0.395,1,0.1321,0.1832
6.25,eb1168,6.0,0.395,2,0.0823,0.1494
6.25,eb1168,6.0,0.395,3,0.0651,0.1292
6.25,eb1168,6.0,0.395,4,0.0489,0.1159
6.25,eb1168,6.0,0.395,5,0.0455,0.1066
6.25,eb1168,6.0,0.395,6,0.0432,0.0973
6.25,eb1168,6.0,0.395,7,0.0382,0.087
6.25,eb1168,6.0,0.395,8,0.0381,0.0805
6.25,eb1168,6.0,0.395,9,0.0382,0.0731
6.25,eb1168,6.0,0.395,10,0.0346,0.0644
6.25,eb1168,6.0,0.395,11,0.032,0.0564
6.25,eb1168,6.0,0.395,12,0.0292,0.0493
6.25,eb1168,6.0,0.395,13,0.0271,0.0416
6.25,eb1168,6.0,0.395,14,0.0214,0.033
6.25,eb1168,6.0,0.395,15,0.013,0.0328
6.25,eb1168,6.0,0.395,16,0.0029,0.0569
6.25,eb1168,6.0,0.4,0,0.3249,0.3282
6.25,eb1168,6.0,0.4,1,0.1292,0.1769
6.25,eb1168,6.0,0.4,2,0.0801,0.1451
6.25,eb1168,6.0,0.4,3,0.0632,0.126
6.25,eb1168,6.0,0.4,4,0.0487,0.1133
6.25,eb1168,6.0,0.4,5,0.0437,0.104
6.25,eb1168,6.0,0.4,6,0.0425,0.095
6.25,eb1168,6.0,0.4,7,0.0369,0.0859
6.25,eb1168,6.0,0.4,8,0.0384,0.0784
6.25,eb1168,6.0,0.4,9,0.0371,0.0721
6.25,eb1168,6.0,0.4,10,0.034,0.0629
6.25,eb1168,6.0,0.4,11,0.0313,0.0551
6.25,eb1168,6.0,0.4,12,0.0286,0.0483
6.25,eb1168,6.0,0.4,13,0.0263,0.04
6.25,eb1168,6.0,0.4,14,0.0205,0.0331
6.25,eb1168,6.0,0.4,15,0.0117,0.0331
6.25,eb1168,6.0,0.4,16,0.0027,0.0578
6.25,eb1168,6.0,0.405,0,0.3411,0.3218
6.25,eb1168,6.0,0.405,1,0.1267,0.1712
6.25,eb1168,6.0,0.405,2,0.078,0.1409
6.25,eb1168,6.0,0.405,3,0.0636,0.1228
6.25,eb1168,6.0,0.405,4,0.046,0.1102
6.25,eb1168,6.0,0.405,5,0.0428,0.1015
6.25,eb1168,6.0,0.405,6,0.0408,0.0928
6.25,eb1168,6.0,0.405,7,0.0367,0.0844
6.25,eb1168,6.0,0.405,8,0.0383,0.0766
6.25,eb1168,6.0,0.405,9,0.0358,0.0711
6.25,eb1168,6.0,0.405,10,0.0333,0.061
6.25,eb1168,6.0,0.405,11,0.03,0.0549
6.25,eb1168,6.0,0.405,12,0.0285,0.0472
6.25,eb1168,6.0,0.405,13,0.0252,0.0386
6.25,eb1168,6.0,0.405,14,0.0202,0.0329
6.25,eb1168,6.0,0.405,15,0.0106,0.0342
6.25,eb1168,6.0,0.405,16,0.0023,0.0595
6.25,eb1168,6.4,0.35,0,0.184,0.3985
6.25,eb1168,6.4,0.35,1,0.1569,0.2394
6.25,eb1168,6.4,0.35,2,0.1037,0.1807
6.25,eb1168,6.4,0.35,3,0.0809,0.1525
6.25,eb1168,6.4,0.35,4,0.0569,0.1334
6.25,eb1168,6.4,0.35,5,0.0558,0.1196
6.25,eb1168,6.4,0.35,6,0.0507,0.1081
6.25,eb1168,6.4,0.35,7,0.0477,0.097
6.25,eb1168,6.4,0.35,8,0.042,0.0862
6.25,eb1168,6.4,0.35,9,0.0437,0.0774
6.25,eb1168,6.4,0.35,10,0.0397,0.0697
6.25,eb1168,6.4,0.35,11,0.0359,0.0587
6.25,eb1168,6.4,0.35,12,0.0322,0.0518
6.25,eb1168,6.4,0.35,13,0.0302,0.043
6.25,eb1168,6.4,0.35,14,0.0234,0.0328
6.25,eb1168,6.4,0.35,15,0.0133,0.0332
6.25,eb1168,6.4,0.35,16,0.0028,0.0569
6.25,eb1168,6.4,0.355,0,0.2062,0.3852
6.25,eb1168,6.4,0.355,1,0.1544,0.227
6.25,eb1168,6.4,0.355,2,0.1001,0.174
6.25,eb1168,6.4,0.355,3,0.0795,0.1472
6.25,eb1168,6.4,0.355,4,0.0548,0.1289
6.25,eb1168,6.4,0.355,5,0.0549,0.1163
6.25,eb1168,6.4,0.355,6,0.0488,0.1051
6.25,eb1168,6.4,0.355,7,0.046,0.0944
6.25,eb1168,6.4,0.355,8,0.0416,0.0844
6.25,eb1168,6.4,0.355,9,0.0422,0.0757
6.25,eb1168,6.4,0.355,10,0.0386,0.0679
6.25,eb1168,6.4,0.355,11,0.0352,0.0574
6.25,eb1168,6.4,0.355,12,0.0318,0.0504
6.25,eb1168,6.4,0.355,13,0.0291,0.041
6.25,eb1168,6.4,0.355,14,0.0223,0.033
6.25,eb1168,6.4,0.355,15,0.012,0.0337
6.25,eb1168,6.4,0.355,16,0.0023,0.0595
6.25,eb1168,6.4,0.36,0,0.2282,0.3729
6.25,eb1168,6.4,0.36,1,0.1514,0.2159
6.25,eb1168,6.4,0.36,2,0.0974,0.1673
6.25,eb1168,6.4,0.36,3,0.0766,0.1423
6.25,eb1168,6.4,0.36,4,0.0552,0.1252
6.25,eb1168,6.4,0.36,5,0.052,0.1128
6.25,eb1168,6.4,0.36,6,0.0478,0.1021
6.25,eb1168,6.4,0.36,7,0.0439,0.0916
6.25,eb1168,6.4,0.36,8,0.0406,0.0823
6.25,eb1168,6.4,0.36,9,0.0423,0.0745
6.25,eb1168,6.4,0.36,10,0.0367,0.0655
6.25,eb1168,6.4,0.36,11,0.0343,0.0565
6.25,eb1168,6.4,0.36,12,0.0313,0.0488
6.25,eb1168,6.4,0.36,13,0.0275,0.0402
6.25,eb1168,6.4,0.36,14,0.0218,0.0328
6.25,eb1168,6.4,0.36,15,0.0106,0.0347
6.25,eb1168,6.4,0.36,16,0.0021,0.0601
6.25,eb1168,6.4,0.365,0,0.2501,0.3616
6.25,eb1168,6.4,0.365,1,0.1473,0.206
6.25,eb1168,6.4,0.365,2,0.0955,0.1614
6.25,eb1168,6.4,0.365,3,0.0735,0.1375
6.25,eb1168,6.4,0.365,4,0.0543,0.1213
6.25,eb1168,6.4,0.365,5,0.05,0.11
6.25,eb1168,6.4,0.365,6,0.0473,0.0998
6.25,eb1168,6.4,0.365,7,0.0416,0.0886
6.25,eb1168,6.4,0.365,8,0.0413,0.081
6.25,eb1168,6.4,0.365,9,0.0407,0.0728
6.25,eb1168,6.4,0.365,10,0.0362,0.0636
6.25,eb1168,6.4,0.365,11,0.0332,0.0556
6.25,eb1168,6.4,0.365,12,0.0304,0.0477
6.25,eb1168,6.4,0.365,13,0.0266,0.0386
6.25,eb1168,6.4,0.365,14,0.0208,0.0323
6.25,eb1168,6.4,0.365,15,0.0092,0.0353
6.25,eb1168,6.4,0.365,16,0.0018,0.0648
6.25,eb1168,6.4,0.37,0,0.2709,0.3515
6.25,eb1168,6.4,0.37,1,0.1451,0.1968
6.25,eb1168,6.4,0.37,2,0.0915,0.1555
6.25,eb1168,6.4,0.37,3,0.0722,0.1333
6.25,eb1168,6.4,0.37,4,0.0521,0.1176
6.25,eb1168,6.4,0.37,5,0.049,0.1074
6.25,eb1168,6.4,0.37,6,0.0459,0.0971
6.25,eb1168,6.4,0.37,7,0.0404,0.0864
6.25,eb1168,6.4,0.37,8,0.0407,0.0789
6.25,eb1168,6.4,0.37,9,0.0392,0.0721
6.25,eb1168,6.4,0.37,10,0.0358,0.0613
6.25,eb1168,6.4,0.37,11,0.0318,0.055
6.25,eb1168,6.4,0.37,12,0.03,0.0462
6.25,eb1168,6.4,0.37,13,0.0255,0.0378
6.25,eb1168,6.4,0.37,14,0.0197,0.0312
6.25,eb1168,6.4,0.37,15,0.0085,0.0375
6.25,eb1168,6.4,0.37,16,0.0015,0.0649
6.25,eb1168,6.4,0.375,0,0.2918,0.3421
6.25,eb1168,6.4,0.375,1,0.1419,0.188
6.25,eb1168,6.4,0.375,2,0.0886,0.1504
6.25,eb1168,6.4,0.375,3,0.0688,0.1287
6.25,eb1168,6.4,0.375,4,0.0519,0.1146
6.25,eb1168,6.4,0.375,5,0.047,0.1044
6.25,eb1168,6.4,0.375,6,0.0452,0.0944
6.25,eb1168,6.4,0.375,7,0.0394,0.085
6.25,eb1168,6.4,0.375,8,0.0403,0.0769
6.25,eb1168,6.4,0.375,9,0.0378,0.0705
6.25,eb1168,6.4,0.375,10,0.035,0.0596
6.25,eb1168,6.4,0.375,11,0.0306,0.0539
6.25,eb1168,6.4,0.375,12,0.0299,0.0457
6.25,eb1168,6.4,0.375,13,0.0241,0.0369
6.25,eb1168,6.4,0.375,14,0.0189,0.0302
6.25,eb1168,6.4,0.375,15,0.0075,0.0399
6.25,eb1168,6.4,0.375,16,0.0012,0.067
6.25,eb1168,6.4,0.38,0,0.3103,0.3341
6.25,eb1168,6.4,0.38,1,0.1396,0.1809
6.25,eb1168,6.4,0.38,2,0.0859,0.1454
6.25,eb1168,6.4,0.38,3,0.0681,0.1249
6.25,eb1168,6.4,0.38,4,0.0499,0.1112
6.25,eb1168,6.4,0.38,5,0.0454,0.1016
6.25,eb1168,6.4,0.38,6,0.0431,0.0922
6.25,eb1168,6.4,0.38,7,0.039,0.083
6.25,eb1168,6.4,0.38,8,0.04,0.0753
6.25,eb1168,6.4,0.38,9,0.0369,0.0688
6.25,eb1168,6.4,0.38,10,0.0334,0.0585
6.25,eb1168,6.4,0.38,11,0.03,0.0531
6.25,eb1168,6.4,0.38,12,0.0299,0.0442
6.25,eb1168,6.4,0.38,13,0.0229,0.0361
6.25,eb1168,6.4,0.38,14,0.0181,0.0301
6.25,eb1168,6.4,0.38,15,0.0063,0.0411
6.25,eb1168,6.4,0.38,16,0.0011,0.0688
6.25,eb1168,6.8,0.325,0,0.1123,0.4498
6.25,eb1168,6.8,0.325,1,0.1721,0.2859
6.25,eb1168,6.8,0.325,2,0.1141,0.2031
6.25,eb1168,6.8,0.325,3,0.0948,0.1659
6.25,eb1168,6.8,0.325,4,0.0647,0.1429
6.25,eb1168,6.8,0.325,5,0.0617,0.1261
6.25,eb1168,6.8,0.325,6,0.0564,0.1125
6.25,eb1168,6.8,0.325,7,0.0525,0.1
6.25,eb1168,6.8,0.325,8,0.046,0.0876
6.25,eb1168,6.8,0.325,9,0.046,0.078
6.25,eb1168,6.8,0.325,10,0.0423,0.0697
6.25,eb1168,6.8,0.325,11,0.038,0.058
6.25,eb1168,6.8,0.325,12,0.0335,0.0509
6.25,eb1168,6.8,0.325,13,0.0307,0.0405
6.25,eb1168,6.8,0.325,14,0.0228,0.0328
6.25,eb1168,6.8,0.325,15,0.0103,0.0351
6.25,eb1168,6.8,0.325,16,0.0018,0.0644
6.25,eb1168,6.8,0.33,0,0.1371,0.4304
6.25,eb1168,6.8,0.33,1,0.171,0.2669
6.25,eb1168,6.8,0.33,2,0.1127,0.1927
6.25,eb1168,6.8,0.33,3,0.0893,0.1588
6.25,eb1168,6.8,0.33,4,0.0635,0.1376
6.25,eb1168,6.8,0.33,5,0.0591,0.1215
6.25,eb1168,6.8,0.33,6,0.0553,0.109
6.25,eb1168,6.8,0.33,7,0.0499,0.0968
6.25,eb1168,6.8,0.33,8,0.0449,0.0856
6.25,eb1168,6.8,0.33,9,0.0451,0.0762
6.25,eb1168,6.8,0.33,10,0.041,0.0678
6.25,eb1168,6.8,0.33,11,0.0369,0.0568
6.25,eb1168,6.8,0.33,12,0.0331,0.0488
6.25,eb1168,6.8,0.33,13,0.0287,0.0395
6.25,eb1168,6.8,0.33,14,0.0217,0.0321
6.25,eb1168,6.8,0.33,15,0.009,0.0369
6.25,eb1168,6.8,0.33,16,0.0015,0.0659
6.25,eb1168,6.8,0.335,0,0.1627,0.4123
6.25,eb1168,6.8,0.335,1,0.1684,0.2497
6.25,eb1168,6.8,0.335,2,0.1104,0.1834
6.25,eb1168,6.8,0.335,3,0.0863,0.1527
6.25,eb1168,6.8,0.335,4,0.0604,0.1319
6.25,eb1168,6.8,0.335,5,0.0581,0.1178
6.25,eb1168,6.8,0.335,6,0.0524,0.1054
6.25,eb1168,6.8,0.335,7,0.0486,0.0941
6.25,eb1168,6.8,0.335,8,0.0432,0.0835
6.25,eb1168,6.8,0.335,9,0.0451,0.0745
6.25,eb1168,6.8,0.335,10,0.0394,0.0651
6.25,eb1168,6.8,0.335,11,0.0357,0.0559
6.25,eb1168,6.8,0.335,12,0.0323,0.0475
6.25,eb1168,6.8,0.335,13,0.0273,0.0382
6.25,eb1168,6.8,0.335,14,0.0205,0.0308
6.25,eb1168,6.8,0.335,15,0.0079,0.0401
6.25,eb1168,6.8,0.335,16,0.0012,0.0676
6.25,eb1168,6.8,0.34,0,0.1874,0.3964
6.25,eb1168,6.8,0.34,1,0.1658,0.2349
6.25,eb1168,6.8,0.34,2,0.107,0.1756
6.25,eb1168,6.8,0.34,3,0.0841,0.1466
6.25,eb1168,6.8,0.34,4,0.0584,0.1273
6.25,eb1168,6.8,0.34,5,0.0563,0.1141
6.25,eb1168,6.8,0.34,6,0.0508,0.1021
6.25,eb1168,6.8,0.34,7,0.0461,0.0908
6.25,eb1168,6.8,0.34,8,0.0434,0.0816
6.25,eb1168,6.8,0.34,9,0.0435,0.0729
6.25,eb1168,6.8,0.34,10,0.0383,0.0628
6.25,eb1168,6.8,0.34,11,0.034,0.0549
6.25,eb1168,6.8,0.34,12,0.0313,0.0459
6.25,eb1168,6.8,0.34,13,0.0264,0.0371
6.25,eb1168,6.8,0.34,14,0.0194,0.0305
6.25,eb1168,6.8,0.34,15,0.0067,0.0415
6.25,eb1168,6.8,0.34,16,0.0009,0.0697
6.25,eb1168,6.8,0.345,0,0.2113,0.3823
6.25,eb1168,6.8,0.345,1,0.1627,0.2221
6.25,eb1168,6.8,0.345,2,0.1043,0.1682
6.25,eb1168,6.8,0.345,3,0.0802,0.1413
6.25,eb1168,6.8,0.345,4,0.0581,0.1229
6.25,eb1168,6.8,0.345,5,0.0537,0.1107
6.25,eb1168,6.8,0.345,6,0.0498,0.0998
6.25,eb1168,6.8,0.345,7,0.0441,0.0875
6.25,eb1168,6.8,0.345,8,0.0432,0.0794
6.25,eb1168,6.8,0.345,9,0.0416,0.0716
6.25,eb1168,6.8,0.345,10,0.037,0.0605
6.25,eb1168,6.8,0.345,11,0.0329,0.054
6.25,eb1168,6.8,0.345,12,0.0318,0.0452
6.25,eb1168,6.8,0.345,13,0.0244,0.0358
6.25,eb1168,6.8,0.345,14,0.0182,0.03
6.25,eb1168,6.8,0.345,15,0.0058,0.0435
6.25,eb1168,6.8,0.345,16,0.0008,0.0717
6.25,eb1168,6.8,0.35,0,0.2355,0.369
6.25,eb1168,6.8,0.35,1,0.1591,0.2105
6.25,eb1168,6.8,0.35,2,0.101,0.1614
6.25,eb1168,6.8,0.35,3,0.0777,0.1361
6.25,eb1168,6.8,0.35,4,0.0558,0.1188
6.25,eb1168,6.8,0.35,5,0.0524,0.1076
6.25,eb1168,6.8,0.35,6,0.0484,0.0965
6.25,eb1168,6.8,0.35,7,0.0423,0.0856
6.25,eb1168,6.8,0.35,8,0.0434,0.0771
6.25,eb1168,6.8,0.35,9,0.04,0.0699
6.25,eb1168,6.8,0.35,10,0.0358,0.0589
6.25,eb1168,6.8,0.35,11,0.032,0.0528
6.25,eb1168,6.8,0.35,12,0.0307,0.0436
6.25,eb1168,6.8,0.35,13,0.0236,0.0351
6.25,eb1168,6.8,0.35,14,0.0169,0.0302
6.25,eb1168,6.8,0.35,15,0.0049,0.0461
6.25,eb1168,6.8,0.35,16,0.0007,0.0687
6.25,eb1168,6.8,0.355,0,0.2587,0.3573
6.25,eb1168,6.8,0.355,1,0.1557,0.2001
6.25,eb1168,6.8,0.355,2,0.0966,0.1553
6.25,eb1168,6.8,0.355,3,0.076,0.1313
6.25,eb1168,6.8,0.355,4,0.0548,0.1154
6.25,eb1168,6.8,0.355,5,0.05,0.1043
6.25,eb1168,6.8,0.355,6,0.0469,0.0937
6.25,eb1168,6.8,0.355,7,0.0419,0.0836
6.25,eb1168,6.8,0.355,8,0.0419,0.0751
6.25,eb1168,6.8,0.355,9,0.0387,0.0683
6.25,eb1168,6.8,0.355,10,0.0349,0.0574
6.25,eb1168,6.8,0.355,11,0.031,0.0516
6.25,eb1168,6.8,0.355,12,0.0299,0.0425
6.25,eb1168,6.8,0.355,13,0.0225,0.0342
6.25,eb1168,6.8,0.355,14,0.0157,0.0305
6.25,eb1168,6.8,0.355,15,0.0042,0.0488
6.25,eb154,5.6,0.385,0,0.226,0.3657
6.25,eb154,5.6,0.385,1,0.1478,0.2196
6.25,eb154,5.6,0.385,2,0.0979,0.1731
6.25,eb154,5.6,0.385,3,0.0802,0.1486
6.25,eb154,5.6,0.385,4,0.0567,0.1318
6.25,eb154,5.6,0.385,5,0.0538,0.1186
6.25,eb154,5.6,0.385,6,0.053,0.1065
6.25,eb154,5.6,0.385,7,0.0481,0.0965
6.25,eb154,5.6,0.385,8,0.0458,0.0863
6.25,eb154,5.6,0.385,9,0.0399,0.0764
6.25,eb154,5.6,0.385,10,0.0409,0.0674
6.25,eb154,5.6,0.385,11,0.0388,0.0603
6.25,eb154,5.6,0.385,12,0.0323,0.0495
6.25,eb154,5.6,0.385,13,0.0253,0.0438
6.25,eb154,5.6,0.385,14,0.0111,0.0576
6.25,eb154,5.6,0.385,15,0.0022,0.0844
6.25,eb154,5.6,0.39,0,0.2445,0.3566
6.25,eb154,5.6,0.39,1,0.1463,0.2109
6.25,eb154,5.6,0.39,2,0.097,0.1674
6.25,eb154,5.6,0.39,3,0.0764,0.1443
6.25,eb154,5.6,0.39,4,0.0554,0.1282
6.25,eb154,5.6,0.39,5,0.0544,0.1154
6.25,eb154,5.6,0.39,6,0.0505,0.104
6.25,eb154,5.6,0.39,7,0.0467,0.094
6.25,eb154,5.6,0.39,8,0.0443,0.0845
