ladder,v_c,tau_ps,E0_eV,m,n,weight,mean_KE_eV
floor1,7.75,3.8,0.25,6000,1,0.138,0.7373
floor1,7.75,3.8,0.25,6000,2,0.0778,0.5247
floor1,7.75,3.8,0.25,6000,3,0.0647,0.3952
floor1,7.75,3.8,0.25,6000,4,0.0551,0.3187
floor1,7.75,3.8,0.25,6000,5,0.0507,0.2694
floor1,7.75,3.8,0.25,6000,6,0.0451,0.2234
floor1,7.75,3.8,0.25,6000,7,0.0417,0.1914
floor1,7.75,3.8,0.25,6000,8,0.0431,0.1611
floor1,7.75,3.8,0.25,6000,9,0.0379,0.1441
floor1,7.75,3.8,0.25,6000,10,0.0347,0.1202
floor1,7.75,3.8,0.25,6000,11,0.032,0.0965
floor1,7.75,3.8,0.25,6000,12,0.0307,0.0866
floor1,7.75,3.8,0.25,6000,13,0.0249,0.0759
floor1,7.75,3.8,0.25,6000,14,0.0175,0.0686
floor1,7.75,3.8,0.25,6000,15,0.0177,0.0619
floor1,7.75,3.8,0.25,6000,16,0.0106,0.0535
floor1,7.75,3.8,0.25,6000,17,0.007,0.0458
floor1,7.75,3.8,0.25,6000,18,0.0047,0.0366
floor1,7.75,3.8,0.25,6000,19,0.002,0.0296
rq4graded,7.75,3.8,0.25,6000,0,0.1211,1.2953
rq4graded,7.75,3.8,0.25,6000,1,0.2347,0.9294
rq4graded,7.75,3.8,0.25,6000,2,0.1182,0.5793
rq4graded,7.75,3.8,0.25,6000,3,0.0815,0.3946
rq4graded,7.75,3.8,0.25,6000,4,0.0519,0.3103
rq4graded,7.75,3.8,0.25,6000,5,0.0488,0.2634
rq4graded,7.75,3.8,0.25,6000,6,0.0432,0.2218
rq4graded,7.75,3.8,0.25,6000,7,0.0426,0.1865
rq4graded,7.75,3.8,0.25,6000,8,0.0405,0.1619
rq4graded,7.75,3.8,0.25,6000,9,0.0385,0.1413
rq4graded,7.75,3.8,0.25,6000,10,0.0341,0.1181
rq4graded,7.75,3.8,0.25,6000,11,0.0319,0.0961
rq4graded,7.75,3.8,0.25,6000,12,0.0294,0.0869
rq4graded,7.75,3.8,0.25,6000,13,0.0247,0.0767
rq4graded,7.75,3.8,0.25,6000,14,0.0168,0.0693
rq4graded,7.75,3.8,0.25,6000,15,0.0177,0.0617
rq4graded,7.75,3.8,0.25,6000,16,0.0104,0.0538
rq4graded,7.75,3.8,0.25,6000,17,0.0069,0.0459
rq4graded,7.75,3.8,0.25,6000,18,0.0047,0.0366
rq4graded,7.75,3.8,0.25,6000,19,0.002,0.0296
floor1,7.75,3.8,0.27,6000,0,0.3834,1.0096
floor1,7.75,3.8,0.27,6000,1,0.1062,0.5179
floor1,7.75,3.8,0.27,6000,2,0.06,0.3711
floor1,7.75,3.8,0.27,6000,3,0.0515,0.304
floor1,7.75,3.8,0.27,6000,4,0.0473,0.261
floor1,7.75,3.8,0.27,6000,5,0.0419,0.2194
floor1,7.75,3.8,0.27,6000,6,0.0391,0.1917
floor1,7.75,3.8,0.27,6000,7,0.0414,0.1612
floor1,7.75,3.8,0.27,6000,8,0.036,0.1451
floor1,7.75,3.8,0.27,6000,9,0.0343,0.1255
floor1,7.75,3.8,0.27,6000,10,0.0297,0.0985
floor1,7.75,3.8,0.27,6000,11,0.0295,0.091
floor1,7.75,3.8,0.27,6000,12,0.0258,0.0758
floor1,7.75,3.8,0.27,6000,13,0.0216,0.0683
floor1,7.75,3.8,0.27,6000,14,0.0176,0.0652
floor1,7.75,3.8,0.27,6000,15,0.0137,0.0574
floor1,7.75,3.8,0.27,6000,16,0.0098,0.0474
floor1,7.75,3.8,0.27,6000,17,0.0051,0.0446
floor1,7.75,3.8,0.27,6000,18,0.0043,0.0315
rq4graded,7.75,3.8,0.27,6000,0,0.2716,1.1242
rq4graded,7.75,3.8,0.27,6000,1,0.1825,0.6754
rq4graded,7.75,3.8,0.27,6000,2,0.0912,0.4052
rq4graded,7.75,3.8,0.27,6000,3,0.0646,0.3038
rq4graded,7.75,3.8,0.27,6000,4,0.0447,0.2548
rq4graded,7.75,3.8,0.27,6000,5,0.0421,0.2151
rq4graded,7.75,3.8,0.27,6000,6,0.0387,0.1867
rq4graded,7.75,3.8,0.27,6000,7,0.0395,0.1597
rq4graded,7.75,3.8,0.27,6000,8,0.0356,0.1425
rq4graded,7.75,3.8,0.27,6000,9,0.0328,0.1259
rq4graded,7.75,3.8,0.27,6000,10,0.0299,0.0968
rq4graded,7.75,3.8,0.27,6000,11,0.0283,0.0923
rq4graded,7.75,3.8,0.27,6000,12,0.0261,0.0756
rq4graded,7.75,3.8,0.27,6000,13,0.0208,0.0682
rq4graded,7.75,3.8,0.27,6000,14,0.0176,0.0652
rq4graded,7.75,3.8,0.27,6000,15,0.0133,0.0577
rq4graded,7.75,3.8,0.27,6000,16,0.0098,0.0477
rq4graded,7.75,3.8,0.27,6000,17,0.0051,0.0446
rq4graded,7.75,3.8,0.27,6000,18,0.0043,0.0315
floor1,8.0,3.2,0.23,6000,0,0.0482,1.3609
floor1,8.0,3.2,0.23,6000,1,0.1486,1.1089
floor1,8.0,3.2,0.23,6000,2,0.0999,0.8503
floor1,8.0,3.2,0.23,6000,3,0.081,0.6601
floor1,8.0,3.2,0.23,6000,4,0.0727,0.5072
floor1,8.0,3.2,0.23,6000,5,0.0597,0.4019
floor1,8.0,3.2,0.23,6000,6,0.0581,0.3276
floor1,8.0,3.2,0.23,6000,7,0.0498,0.2818
floor1,8.0,3.2,0.23,6000,8,0.0492,0.2394
floor1,8.0,3.2,0.23,6000,9,0.0442,0.2056
floor1,8.0,3.2,0.23,6000,10,0.0475,0.1702
floor1,8.0,3.2,0.23,6000,11,0.0432,0.1454
floor1,8.0,3.2,0.23,6000,12,0.0432,0.1263
floor1,8.0,3.2,0.23,6000,13,0.0362,0.1082
floor1,8.0,3.2,0.23,6000,14,0.0323,0.0949
floor1,8.0,3.2,0.23,6000,15,0.0266,0.0902
floor1,8.0,3.2,0.23,6000,16,0.0212,0.075
floor1,8.0,3.2,0.23,6000,17,0.0179,0.0669
floor1,8.0,3.2,0.23,6000,18,0.0113,0.0607
floor1,8.0,3.2,0.23,6000,19,0.0063,0.0432
floor1,8.0,3.2,0.23,6000,20,0.0028,0.036
rq4graded,8.0,3.2,0.23,6000,1,0.1501,1.2402
rq4graded,8.0,3.2,0.23,6000,2,0.1452,0.9016
rq4graded,8.0,3.2,0.23,6000,3,0.0994,0.641
rq4graded,8.0,3.2,0.23,6000,4,0.0684,0.4834
rq4graded,8.0,3.2,0.23,6000,5,0.0569,0.3855
rq4graded,8.0,3.2,0.23,6000,6,0.0545,0.3216
rq4graded,8.0,3.2,0.23,6000,7,0.0492,0.2754
rq4graded,8.0,3.2,0.23,6000,8,0.0484,0.2359
rq4graded,8.0,3.2,0.23,6000,9,0.0432,0.203
rq4graded,8.0,3.2,0.23,6000,10,0.0468,0.1683
rq4graded,8.0,3.2,0.23,6000,11,0.0423,0.1455
rq4graded,8.0,3.2,0.23,6000,12,0.0424,0.1259
rq4graded,8.0,3.2,0.23,6000,13,0.0362,0.108
rq4graded,8.0,3.2,0.23,6000,14,0.0315,0.0955
rq4graded,8.0,3.2,0.23,6000,15,0.0264,0.09
rq4graded,8.0,3.2,0.23,6000,16,0.0208,0.0752
rq4graded,8.0,3.2,0.23,6000,17,0.0179,0.0669
rq4graded,8.0,3.2,0.23,6000,18,0.0113,0.0605
rq4graded,8.0,3.2,0.23,6000,19,0.0062,0.0433
rq4graded,8.0,3.2,0.23,6000,20,0.0028,0.036
floor1,8.0,3.2,0.25,6000,0,0.1771,1.1706
floor1,8.0,3.2,0.25,6000,1,0.1375,0.8317
floor1,8.0,3.2,0.25,6000,2,0.0746,0.6092
floor1,8.0,3.2,0.25,6000,3,0.0666,0.4747
floor1,8.0,3.2,0.25,6000,4,0.0562,0.3786
floor1,8.0,3.2,0.25,6000,5,0.0532,0.3194
floor1,8.0,3.2,0.25,6000,6,0.0467,0.2759
floor1,8.0,3.2,0.25,6000,7,0.0463,0.2405
floor1,8.0,3.2,0.25,6000,8,0.0417,0.2079
floor1,8.0,3.2,0.25,6000,9,0.0435,0.1768
floor1,8.0,3.2,0.25,6000,10,0.0417,0.1496
floor1,8.0,3.2,0.25,6000,11,0.0377,0.1324
floor1,8.0,3.2,0.25,6000,12,0.0401,0.1125
floor1,8.0,3.2,0.25,6000,13,0.0306,0.0958
floor1,8.0,3.2,0.25,6000,14,0.0294,0.0909
floor1,8.0,3.2,0.25,6000,15,0.0245,0.0816
floor1,8.0,3.2,0.25,6000,16,0.0188,0.0676
floor1,8.0,3.2,0.25,6000,17,0.0161,0.0652
floor1,8.0,3.2,0.25,6000,18,0.0098,0.0556
floor1,8.0,3.2,0.25,6000,19,0.0055,0.0382
floor1,8.0,3.2,0.25,6000,20,0.0022,0.0334
rq4graded,8.0,3.2,0.25,6000,0,0.0659,1.3305
rq4graded,8.0,3.2,0.25,6000,1,0.205,1.0019
rq4graded,8.0,3.2,0.25,6000,2,0.1131,0.6661
rq4graded,8.0,3.2,0.25,6000,3,0.0839,0.4728
rq4graded,8.0,3.2,0.25,6000,4,0.0533,0.3647
rq4graded,8.0,3.2,0.25,6000,5,0.0518,0.3114
rq4graded,8.0,3.2,0.25,6000,6,0.0461,0.2694
rq4graded,8.0,3.2,0.25,6000,7,0.0433,0.2373
rq4graded,8.0,3.2,0.25,6000,8,0.0412,0.2046
rq4graded,8.0,3.2,0.25,6000,9,0.0428,0.1751
rq4graded,8.0,3.2,0.25,6000,10,0.0413,0.1495
rq4graded,8.0,3.2,0.25,6000,11,0.0375,0.1326
rq4graded,8.0,3.2,0.25,6000,12,0.0394,0.1121
rq4graded,8.0,3.2,0.25,6000,13,0.0301,0.0945
rq4graded,8.0,3.2,0.25,6000,14,0.0284,0.0923
rq4graded,8.0,3.2,0.25,6000,15,0.0247,0.0815
rq4graded,8.0,3.2,0.25,6000,16,0.0186,0.0675
rq4graded,8.0,3.2,0.25,6000,17,0.016,0.0654
rq4graded,8.0,3.2,0.25,6000,18,0.0097,0.0556
rq4graded,8.0,3.2,0.25,6000,19,0.0055,0.0382
rq4graded,8.0,3.2,0.25,6000,20,0.0022,0.0334
floor1,8.0,3.2,0.27,6000,0,0.2946,1.0348
floor1,8.0,3.2,0.27,6000,1,0.1036,0.6083
floor1,8.0,3.2,0.27,6000,2,0.0615,0.4478
floor1,8.0,3.2,0.27,6000,3,0.0538,0.3619
floor1,8.0,3.2,0.27,6000,4,0.0489,0.311
floor1,8.0,3.2,0.27,6000,5,0.0457,0.2693
floor1,8.0,3.2,0.27,6000,6,0.0417,0.2421
floor1,8.0,3.2,0.27,6000,7,0.0408,0.2052
floor1,8.0,3.2,0.27,6000,8,0.0388,0.1835
floor1,8.0,3.2,0.27,6000,9,0.0396,0.1531
floor1,8.0,3.2,0.27,6000,10,0.0372,0.1385
floor1,8.0,3.2,0.27,6000,11,0.0365,0.1235
floor1,8.0,3.2,0.27,6000,12,0.0331,0.0955
floor1,8.0,3.2,0.27,6000,13,0.0297,0.0922
floor1,8.0,3.2,0.27,6000,14,0.0263,0.0822
floor1,8.0,3.2,0.27,6000,15,0.0211,0.0763
floor1,8.0,3.2,0.27,6000,16,0.018,0.0642
floor1,8.0,3.2,0.27,6000,17,0.0132,0.0608
floor1,8.0,3.2,0.27,6000,18,0.0089,0.0534
floor1,8.0,3.2,0.27,6000,19,0.0052,0.0359
floor1,8.0,3.2,0.27,6000,20,0.0018,0.0317
rq4graded,8.0,3.2,0.27,6000,0,0.1847,1.1613
rq4graded,8.0,3.2,0.27,6000,1,0.1769,0.7708
rq4graded,8.0,3.2,0.27,6000,2,0.0944,0.489
rq4graded,8.0,3.2,0.27,6000,3,0.0655,0.3613
rq4graded,8.0,3.2,0.27,6000,4,0.0499,0.3021
rq4graded,8.0,3.2,0.27,6000,5,0.0416,0.2662
rq4graded,8.0,3.2,0.27,6000,6,0.0434,0.2348
rq4graded,8.0,3.2,0.27,6000,7,0.0383,0.2034
rq4graded,8.0,3.2,0.27,6000,8,0.0384,0.1813
rq4graded,8.0,3.2,0.27,6000,9,0.039,0.1512
rq4graded,8.0,3.2,0.27,6000,10,0.0375,0.1354
rq4graded,8.0,3.2,0.27,6000,11,0.0348,0.1244
rq4graded,8.0,3.2,0.27,6000,12,0.0324,0.096
rq4graded,8.0,3.2,0.27,6000,13,0.0298,0.0918
rq4graded,8.0,3.2,0.27,6000,14,0.0256,0.0823
rq4graded,8.0,3.2,0.27,6000,15,0.0206,0.077
rq4graded,8.0,3.2,0.27,6000,16,0.0182,0.0641
rq4graded,8.0,3.2,0.27,6000,17,0.013,0.0614
rq4graded,8.0,3.2,0.27,6000,18,0.0088,0.0531
rq4graded,8.0,3.2,0.27,6000,19,0.0052,0.0359
rq4graded,8.0,3.2,0.27,6000,20,0.0018,0.0317
floor1,8.0,3.8,0.23,6000,0,0.0961,1.2817
floor1,8.0,3.8,0.23,6000,1,0.1767,0.9639
floor1,8.0,3.8,0.23,6000,2,0.0954,0.6831
floor1,8.0,3.8,0.23,6000,3,0.0818,0.5019
floor1,8.0,3.8,0.23,6000,4,0.0659,0.3846
floor1,8.0,3.8,0.23,6000,5,0.0612,0.3114
floor1,8.0,3.8,0.23,6000,6,0.0529,0.2635
floor1,8.0,3.8,0.23,6000,7,0.0514,0.223
floor1,8.0,3.8,0.23,6000,8,0.0449,0.1899
floor1,8.0,3.8,0.23,6000,9,0.0463,0.1555
floor1,8.0,3.8,0.23,6000,10,0.0425,0.1363
floor1,8.0,3.8,0.23,6000,11,0.0408,0.1171
floor1,8.0,3.8,0.23,6000,12,0.0337,0.0957
floor1,8.0,3.8,0.23,6000,13,0.0306,0.0888
floor1,8.0,3.8,0.23,6000,14,0.0256,0.0785
floor1,8.0,3.8,0.23,6000,15,0.0179,0.0683
floor1,8.0,3.8,0.23,6000,16,0.0163,0.0637
floor1,8.0,3.8,0.23,6000,17,0.0104,0.0517
floor1,8.0,3.8,0.23,6000,18,0.0054,0.0444
floor1,8.0,3.8,0.23,6000,19,0.0036,0.0307
rq4graded,8.0,3.8,0.23,6000,1,0.2187,1.1513
rq4graded,8.0,3.8,0.23,6000,2,0.1454,0.7466
rq4graded,8.0,3.8,0.23,6000,3,0.1003,0.4954
rq4graded,8.0,3.8,0.23,6000,4,0.0625,0.3665
rq4graded,8.0,3.8,0.23,6000,5,0.0581,0.3035
rq4graded,8.0,3.8,0.23,6000,6,0.0509,0.2598
rq4graded,8.0,3.8,0.23,6000,7,0.0501,0.2192
rq4graded,8.0,3.8,0.23,6000,8,0.0454,0.1856
rq4graded,8.0,3.8,0.23,6000,9,0.0449,0.1547
rq4graded,8.0,3.8,0.23,6000,10,0.0415,0.1357
rq4graded,8.0,3.8,0.23,6000,11,0.0403,0.1143
rq4graded,8.0,3.8,0.23,6000,12,0.0326,0.0965
rq4graded,8.0,3.8,0.23,6000,13,0.0302,0.0887
rq4graded,8.0,3.8,0.23,6000,14,0.0251,0.0796
rq4graded,8.0,3.8,0.23,6000,15,0.0177,0.0678
rq4graded,8.0,3.8,0.23,6000,16,0.0162,0.0633
rq4graded,8.0,3.8,0.23,6000,17,0.0102,0.0521
rq4graded,8.0,3.8,0.23,6000,18,0.0054,0.0444
rq4graded,8.0,3.8,0.23,6000,19,0.0036,0.0307
floor1,8.0,3.8,0.25,6000,0,0.2551,1.079
floor1,8.0,3.8,0.25,6000,1,0.1328,0.6646
floor1,8.0,3.8,0.25,6000,2,0.0737,0.4555
floor1,8.0,3.8,0.25,6000,3,0.0604,0.3567
floor1,8.0,3.8,0.25,6000,4,0.0566,0.2974
floor1,8.0,3.8,0.25,6000,5,0.051,0.2545
floor1,8.0,3.8,0.25,6000,6,0.0474,0.2185
floor1,8.0,3.8,0.25,6000,7,0.0413,0.188
floor1,8.0,3.8,0.25,6000,8,0.0424,0.1551
floor1,8.0,3.8,0.25,6000,9,0.0415,0.1418
floor1,8.0,3.8,0.25,6000,10,0.038,0.124
floor1,8.0,3.8,0.25,6000,11,0.034,0.0948
floor1,8.0,3.8,0.25,6000,12,0.0306,0.0907
floor1,8.0,3.8,0.25,6000,13,0.0263,0.0776
floor1,8.0,3.8,0.25,6000,14,0.0211,0.0723
floor1,8.0,3.8,0.25,6000,15,0.0183,0.064
floor1,8.0,3.8,0.25,6000,16,0.0126,0.0565
floor1,8.0,3.8,0.25,6000,17,0.0092,0.049
floor1,8.0,3.8,0.25,6000,18,0.0046,0.0388
floor1,8.0,3.8,0.25,6000,19,0.0029,0.0296
rq4graded,8.0,3.8,0.25,6000,0,0.1159,1.2517
rq4graded,8.0,3.8,0.25,6000,1,0.2281,0.8652
rq4graded,8.0,3.8,0.25,6000,2,0.1135,0.5053
rq4graded,8.0,3.8,0.25,6000,3,0.0762,0.3541
rq4graded,8.0,3.8,0.25,6000,4,0.0534,0.2901
rq4graded,8.0,3.8,0.25,6000,5,0.0491,0.2486
rq4graded,8.0,3.8,0.25,6000,6,0.0458,0.2142
rq4graded,8.0,3.8,0.25,6000,7,0.0415,0.1851
rq4graded,8.0,3.8,0.25,6000,8,0.0415,0.1533
rq4graded,8.0,3.8,0.25,6000,9,0.04,0.1408
rq4graded,8.0,3.8,0.25,6000,10,0.037,0.1228
rq4graded,8.0,3.8,0.25,6000,11,0.0331,0.0953
rq4graded,8.0,3.8,0.25,6000,12,0.0306,0.0914
rq4graded,8.0,3.8,0.25,6000,13,0.0265,0.0766
rq4graded,8.0,3.8,0.25,6000,14,0.0198,0.0736
rq4graded,8.0,3.8,0.25,6000,15,0.0183,0.0639
rq4graded,8.0,3.8,0.25,6000,16,0.0128,0.0561
rq4graded,8.0,3.8,0.25,6000,17,0.009,0.0495
rq4graded,8.0,3.8,0.25,6000,18,0.0045,0.0389
rq4graded,8.0,3.8,0.25,6000,19,0.0029,0.0296
floor1,8.0,3.8,0.27,6000,0,0.3712,0.9503
floor1,8.0,3.8,0.27,6000,1,0.0989,0.4513
floor1,8.0,3.8,0.27,6000,2,0.058,0.3355
floor1,8.0,3.8,0.27,6000,3,0.0533,0.2832
floor1,8.0,3.8,0.27,6000,4,0.047,0.2461
floor1,8.0,3.8,0.27,6000,5,0.0432,0.215
floor1,8.0,3.8,0.27,6000,6,0.0394,0.1847
floor1,8.0,3.8,0.27,6000,7,0.0381,0.1606
floor1,8.0,3.8,0.27,6000,8,0.0415,0.141
floor1,8.0,3.8,0.27,6000,9,0.0364,0.1256
floor1,8.0,3.8,0.27,6000,10,0.0314,0.1055
floor1,8.0,3.8,0.27,6000,11,0.0311,0.0859
floor1,8.0,3.8,0.27,6000,12,0.0278,0.0832
floor1,8.0,3.8,0.27,6000,13,0.0242,0.0704
floor1,8.0,3.8,0.27,6000,14,0.0163,0.0689
floor1,8.0,3.8,0.27,6000,15,0.0177,0.0571
floor1,8.0,3.8,0.27,6000,16,0.0102,0.054
floor1,8.0,3.8,0.27,6000,17,0.0074,0.0445
floor1,8.0,3.8,0.27,6000,18,0.0046,0.0364
floor1,8.0,3.8,0.27,6000,19,0.0023,0.0295
rq4graded,8.0,3.8,0.27,6000,0,0.2634,1.0696
rq4graded,8.0,3.8,0.27,6000,1,0.1741,0.6003
rq4graded,8.0,3.8,0.27,6000,2,0.0851,0.3665
rq4graded,8.0,3.8,0.27,6000,3,0.0663,0.2842
rq4graded,8.0,3.8,0.27,6000,4,0.0462,0.2407
rq4graded,8.0,3.8,0.27,6000,5,0.0432,0.2091
rq4graded,8.0,3.8,0.27,6000,6,0.0373,0.1845
rq4graded,8.0,3.8,0.27,6000,7,0.0373,0.157
rq4graded,8.0,3.8,0.27,6000,8,0.0404,0.1407
rq4graded,8.0,3.8,0.27,6000,9,0.0359,0.1251
rq4graded,8.0,3.8,0.27,6000,10,0.0317,0.1031
rq4graded,8.0,3.8,0.27,6000,11,0.0298,0.0865
rq4graded,8.0,3.8,0.27,6000,12,0.0281,0.083
rq4graded,8.0,3.8,0.27,6000,13,0.0235,0.0707
rq4graded,8.0,3.8,0.27,6000,14,0.0155,0.0691
rq4graded,8.0,3.8,0.27,6000,15,0.0176,0.0574
rq4graded,8.0,3.8,0.27,6000,16,0.0101,0.0536
rq4graded,8.0,3.8,0.27,6000,17,0.0073,0.045
rq4graded,8.0,3.8,0.27,6000,18,0.0046,0.0364
rq4graded,8.0,3.8,0.27,6000,19,0.0023,0.0295
floor1,8.25,3.2,0.23,6000,0,0.0457,1.3188
floor1,8.25,3.2,0.23,6000,1,0.1425,1.0534
floor1,8.25,3.2,0.23,6000,2,0.0986,0.7775
floor1,8.25,3.2,0.23,6000,3,0.0755,0.5878
floor1,8.25,3.2,0.23,6000,4,0.0688,0.4528
floor1,8.25,3.2,0.23,6000,5,0.0599,0.3722
floor1,8.25,3.2,0.23,6000,6,0.0564,0.3096
floor1,8.25,3.2,0.23,6000,7,0.0509,0.2695
floor1,8.25,3.2,0.23,6000,8,0.0494,0.2361
floor1,8.25,3.2,0.23,6000,9,0.047,0.2045
floor1,8.25,3.2,0.23,6000,10,0.0477,0.1683
floor1,8.25,3.2,0.23,6000,11,0.0448,0.1443
floor1,8.25,3.2,0.23,6000,12,0.042,0.1278
floor1,8.25,3.2,0.23,6000,13,0.0419,0.11
floor1,8.25,3.2,0.23,6000,14,0.0325,0.098
floor1,8.25,3.2,0.23,6000,15,0.0295,0.0913
floor1,8.25,3.2,0.23,6000,16,0.024,0.0772
floor1,8.25,3.2,0.23,6000,17,0.0186,0.0722
floor1,8.25,3.2,0.23,6000,18,0.0134,0.0599
floor1,8.25,3.2,0.23,6000,19,0.0073,0.0487
floor1,8.25,3.2,0.23,6000,20,0.0033,0.0352
rq4graded,8.25,3.2,0.23,6000,1,0.1445,1.1877
rq4graded,8.25,3.2,0.23,6000,2,0.1392,0.8324
rq4graded,8.25,3.2,0.23,6000,3,0.0944,0.5733
rq4graded,8.25,3.2,0.23,6000,4,0.0659,0.4331
rq4graded,8.25,3.2,0.23,6000,5,0.0557,0.3616
rq4graded,8.25,3.2,0.23,6000,6,0.0553,0.3031
rq4graded,8.25,3.2,0.23,6000,7,0.0491,0.2627
rq4graded,8.25,3.2,0.23,6000,8,0.0495,0.2324
rq4graded,8.25,3.2,0.23,6000,9,0.0452,0.2034
rq4graded,8.25,3.2,0.23,6000,10,0.0465,0.1674
rq4graded,8.25,3.2,0.23,6000,11,0.0458,0.1427
rq4graded,8.25,3.2,0.23,6000,12,0.0404,0.1283
rq4graded,8.25,3.2,0.23,6000,13,0.0409,0.1094
rq4graded,8.25,3.2,0.23,6000,14,0.0323,0.0969
rq4graded,8.25,3.2,0.23,6000,15,0.0288,0.0923
rq4graded,8.25,3.2,0.23,6000,16,0.0239,0.0771
rq4graded,8.25,3.2,0.23,6000,17,0.0188,0.0719
rq4graded,8.25,3.2,0.23,6000,18,0.013,0.0605
rq4graded,8.25,3.2,0.23,6000,19,0.0073,0.0487
rq4graded,8.25,3.2,0.23,6000,20,0.0033,0.0352
floor1,8.25,3.2,0.25,6000,0,0.1697,1.1195
floor1,8.25,3.2,0.25,6000,1,0.1333,0.7622
floor1,8.25,3.2,0.25,6000,2,0.0679,0.5402
floor1,8.25,3.2,0.25,6000,3,0.0662,0.428
floor1,8.25,3.2,0.25,6000,4,0.0549,0.3547
floor1,8.25,3.2,0.25,6000,5,0.0535,0.303
floor1,8.25,3.2,0.25,6000,6,0.0473,0.2629
floor1,8.25,3.2,0.25,6000,7,0.0456,0.2352
floor1,8.25,3.2,0.25,6000,8,0.0455,0.2036
floor1,8.25,3.2,0.25,6000,9,0.0406,0.1781
floor1,8.25,3.2,0.25,6000,10,0.0428,0.1467
floor1,8.25,3.2,0.25,6000,11,0.0422,0.1338
floor1,8.25,3.2,0.25,6000,12,0.0411,0.1173
floor1,8.25,3.2,0.25,6000,13,0.0337,0.0978
floor1,8.25,3.2,0.25,6000,14,0.0314,0.0894
floor1,8.25,3.2,0.25,6000,15,0.0251,0.0858
floor1,8.25,3.2,0.25,6000,16,0.0212,0.0721
floor1,8.25,3.2,0.25,6000,17,0.0173,0.0656
floor1,8.25,3.2,0.25,6000,18,0.0118,0.0568
floor1,8.25,3.2,0.25,6000,19,0.0061,0.0441
floor1,8.25,3.2,0.25,6000,20,0.0028,0.0343
rq4graded,8.25,3.2,0.25,6000,0,0.0632,1.2856
rq4graded,8.25,3.2,0.25,6000,1,0.1962,0.9412
rq4graded,8.25,3.2,0.25,6000,2,0.1082,0.5979
rq4graded,8.25,3.2,0.25,6000,3,0.0806,0.4242
rq4graded,8.25,3.2,0.25,6000,4,0.0532,0.3437
rq4graded,8.25,3.2,0.25,6000,5,0.0512,0.296
rq4graded,8.25,3.2,0.25,6000,6,0.0462,0.2582
rq4graded,8.25,3.2,0.25,6000,7,0.0447,0.2326
rq4graded,8.25,3.2,0.25,6000,8,0.0445,0.2003
rq4graded,8.25,3.2,0.25,6000,9,0.0403,0.1763
rq4graded,8.25,3.2,0.25,6000,10,0.0421,0.1458
rq4graded,8.25,3.2,0.25,6000,11,0.0415,0.1337
rq4graded,8.25,3.2,0.25,6000,12,0.0401,0.1169
rq4graded,8.25,3.2,0.25,6000,13,0.0333,0.0979
rq4graded,8.25,3.2,0.25,6000,14,0.031,0.0895
rq4graded,8.25,3.2,0.25,6000,15,0.0254,0.0859
rq4graded,8.25,3.2,0.25,6000,16,0.0205,0.0717
rq4graded,8.25,3.2,0.25,6000,17,0.0171,0.0658
rq4graded,8.25,3.2,0.25,6000,18,0.0117,0.0571
rq4graded,8.25,3.2,0.25,6000,19,0.0061,0.0441
rq4graded,8.25,3.2,0.25,6000,20,0.0028,0.0343
floor1,8.25,3.2,0.27,6000,0,0.2809,0.9802
floor1,8.25,3.2,0.27,6000,1,0.0996,0.5435
floor1,8.25,3.2,0.27,6000,2,0.0614,0.4026
floor1,8.25,3.2,0.27,6000,3,0.0505,0.3408
floor1,8.25,3.2,0.27,6000,4,0.0499,0.2958
floor1,8.25,3.2,0.27,6000,5,0.0453,0.2605
floor1,8.25,3.2,0.27,6000,6,0.0441,0.2304
floor1,8.25,3.2,0.27,6000,7,0.0406,0.2078
floor1,8.25,3.2,0.27,6000,8,0.0385,0.18
floor1,8.25,3.2,0.27,6000,9,0.0398,0.1567
floor1,8.25,3.2,0.27,6000,10,0.0403,0.1361
floor1,8.25,3.2,0.27,6000,11,0.0379,0.1214
floor1,8.25,3.2,0.27,6000,12,0.037,0.1041
floor1,8.25,3.2,0.27,6000,13,0.0294,0.0898
floor1,8.25,3.2,0.27,6000,14,0.0285,0.0859
floor1,8.25,3.2,0.27,6000,15,0.0245,0.0773
floor1,8.25,3.2,0.27,6000,16,0.0178,0.0667
floor1,8.25,3.2,0.27,6000,17,0.0164,0.063
floor1,8.25,3.2,0.27,6000,18,0.0099,0.0531
floor1,8.25,3.2,0.27,6000,19,0.0053,0.0406
floor1,8.25,3.2,0.27,6000,20,0.0023,0.0329
rq4graded,8.25,3.2,0.27,6000,0,0.1771,1.1098
rq4graded,8.25,3.2,0.27,6000,1,0.1704,0.7011
rq4graded,8.25,3.2,0.27,6000,2,0.0902,0.4348
rq4graded,8.25,3.2,0.27,6000,3,0.0649,0.3395
rq4graded,8.25,3.2,0.27,6000,4,0.0479,0.2878
rq4graded,8.25,3.2,0.27,6000,5,0.0438,0.2547
rq4graded,8.25,3.2,0.27,6000,6,0.0424,0.2279
rq4graded,8.25,3.2,0.27,6000,7,0.0409,0.2031
rq4graded,8.25,3.2,0.27,6000,8,0.0366,0.1794
rq4graded,8.25,3.2,0.27,6000,9,0.04,0.1544
rq4graded,8.25,3.2,0.27,6000,10,0.0396,0.1351
rq4graded,8.25,3.2,0.27,6000,11,0.0368,0.1208
rq4graded,8.25,3.2,0.27,6000,12,0.0367,0.1041
